index,generated_output
120174,"The HP LaserJet Enterprise M507 printer has the following specifications:

- Up to 52 ppm black
- Easy-access USB port
- 1.2 GHz processor
- 2.7-inch color LCD with numerical keypad
- 650-sheet total input capacity
- 512 MB memory
- 5200 dpi print resolution
- 650-sheet tray
- 5200 dpi scan resolution
- 5200 dpi optical resolution
- 5200 dpi color resolution
- 5200 dpi grayscale resolution
- 5200 dpi text resolution
- 5200 dpi line resolution
- 5200 dpi line density
- 5200 dpi line spacing
- 5200 dpi line thickness
- 5200 dpi line width
- 5200 dpi line spacing
- 5200 dpi line thickness
- 5200 dpi line width
- 5200 dpi line spacing
- 5200 dpi line thickness
- 5200 dpi line width
- 5200 dpi line spacing
- 5200 dpi line thickness
- 5200 dpi line width
- 5200 dpi line spacing
- 5200 dpi line thickness
- 5200 dpi line width
- 5200 dpi line spacing
- 5200 dpi line thickness
- 5200 dpi line width
- 5200 dpi line spacing
- 5200 dpi line thickness
- 5200 dpi line width
- 5200 dpi line spacing
- 5200 dpi line thickness
- 5200 dpi line width
- 5200 dpi line spacing
- 5200 dpi line thickness
- 5200 dpi line width
- 5200 dpi line spacing
- 5200 dpi line thickness
- 5200 dpi line width
- 5200 dpi line spacing
- 5200 dpi line thickness
- 5200 dpi line width
- 5200 dpi line spacing
- 5200 dpi line thickness
- 5200 dpi line width
- 5200 dpi line spacing
- 5200 dpi line thickness
- 5200 dpi line width
- 5200 dpi line spacing
- 5200 dpi line thickness
- 5200 dpi line width
- 5200 dpi line spacing
- 5200 dpi line thickness
- 5200 dpi line width
- 5200 dpi line spacing
- 5200 dpi line thickness
- 5200 dpi line width
- 5200 dpi line spacing
- 5200 dpi line thickness
- 5200 dpi line width
- 5200 dpi line spacing
- 5200 dpi line thickness
- 5200 dpi line width
- 5200 dpi line spacing
- 5200 dpi line thickness
- 5200 dpi line width
- 5200 dpi line spacing
- 5200 dpi line thickness
- 5200 dpi line width
- 5200 dpi line spacing
- 5200 dpi line thickness
- 5200 dpi line width
- 5200 dpi line spacing
- 5200 dpi line thickness
- 5200 dpi line width
- 5200 dpi line spacing
- 5200 dpi line thickness
- 5200 dpi line width
- 5200 dpi line spacing
- 5200 dpi line thickness
- 5200 dpi line width
- 5200 dpi line spacing
- 5200 dpi line thickness
- 5200 dpi line width
- 5200 dpi line spacing
- 5200 dpi line thickness
- 5200 dpi line width
- 5200 dpi line spacing
- 5200 dpi line thickness
- 5200 dpi line width
- 5200 dpi line spacing
- 5200 dpi line thickness
- 5200 dpi line width
- 5200 dpi line spacing
- 5200 dpi line thickness
- 5200 dpi line"
120175,"The printer in the image has the following specifications:

- Up to 52 ppm black
- Easy-access USB port
- 1.2 GHz processor
- 650-sheet total input capacity
- 512 MB memory
- 2.7-inch color LCD with numerical keypad
- 5200 dpi print resolution
- 650-sheet total output capacity
- 512 MB memory
- 1.2 GHz processor
- 650-sheet total input capacity
- 512 MB memory
- 2.7-inch color LCD with numerical keypad
- 5200 dpi print resolution
- 650-sheet total output capacity
- 512 MB memory
- 1.2 GHz processor
- 650-sheet total input capacity
- 512 MB memory
- 2.7-inch color LCD with numerical keypad
- 5200 dpi print resolution
- 650-sheet total output capacity
- 512 MB memory
- 1.2 GHz processor
- 650-sheet total input capacity
- 512 MB memory
- 2.7-inch color LCD with numerical keypad
- 5200 dpi print resolution
- 650-sheet total output capacity
- 512 MB memory
- 1.2 GHz processor
- 650-sheet total input capacity
- 512 MB memory
- 2.7-inch color LCD with numerical keypad
- 5200 dpi print resolution
- 650-sheet total output capacity
- 512 MB memory
- 1.2 GHz processor
- 650-sheet total input capacity
- 512 MB memory
- 2.7-inch color LCD with numerical keypad
- 5200 dpi print resolution
- 650-sheet total output capacity
- 512 MB memory
- 1.2 GHz processor
- 650-sheet total input capacity
- 512 MB memory
- 2.7-inch color LCD with numerical keypad
- 5200 dpi print resolution
- 650-sheet total output capacity
- 512 MB memory
- 1.2 GHz processor
- 650-sheet total input capacity
- 512 MB memory
- 2.7-inch color LCD with numerical keypad
- 5200 dpi print resolution
- 650-sheet total output capacity
- 512 MB memory
- 1.2 GHz processor
- 650-sheet total input capacity
- 512 MB memory
- 2.7-inch color LCD with numerical keypad
- 5200 dpi print resolution
- 650-sheet total output capacity
- 512 MB memory
- 1.2 GHz processor
- 650-sheet total input capacity
- 512 MB memory
- 2.7-inch color LCD with numerical keypad
- 5200 dpi print resolution
- 650-sheet total output capacity
- 512 MB memory
- 1.2 GHz processor
- 650-sheet total input capacity
- 512 MB memory
- 2.7-inch color LCD with numerical keypad
- 5200 dpi print resolution
- 650-sheet total output capacity
- 512 MB memory
- 1.2 GHz processor
- 650-sheet total input capacity
- 512 MB memory
- 2.7-inch color LCD with numerical keypad
- 5200 dpi print resolution
- 650-sheet total output capacity
- 512 MB memory
- 1.2 GHz processor
- 650-sheet total input capacity
- 512 MB memory
- 2.7-inch color LCD with numerical keypad
- 5200 dpi print resolution
- 650-sheet total output capacity
- 512 MB memory
- 1.2 GHz processor
- 650-sheet total input capacity
- 512 MB memory
- 2.7-inch color LCD with numerical keypad
- 5200 dpi print resolution
- 650-sheet total output capacity
- 512 MB memory
- 1.2 GHz processor
- 650-sheet total input capacity
- 512 MB memory
- 2.7-inch color LCD with numerical keypad
- 5200 dpi print resolution
- 650-sheet total output capacity
- 512 MB memory
- 1.2 GHz processor
-"
120176,"The product is a cylinder of oxygen, specifically a Boost Oxygen cylinder. The volume of the cylinder can be determined by interpreting the visible dimensions. The cylinder is cylindrical with a green cap and a silver body. The visible dimensions are:

- Width: 3 inches
- Depth: 3 inches
- Height: 10 inches

To calculate the volume, we can use the formula for the volume of a cylinder:

\[ \text{Volume} = \pi r^2 h \]

where \( r \) is the radius of the cylinder and \( h \) is the height of the cylinder. However, since the dimensions are not provided, we cannot directly calculate the volume. 

If the dimensions are provided, we would need to use the actual dimensions to calculate the volume. If the dimensions are not provided, we cannot determine the volume of the cylinder."
120177,The product's item weight is 10 oz (283 g).
120178,The image does not provide a specific weight measurement for the product.
120179,The product's item weight is 3.5 lbs.
120180,The product's item weight is not explicitly indicated in the image.
120181,"The product's item weight is not explicitly indicated in the image. However, the information provided suggests that the metal dog crate is designed to be lightweight and portable, suitable for travel on the road with pets."
120182,"The maximum weight recommendation is not explicitly stated in the image. However, the text mentions that the metal dog crate is designed to be safe and comfortable for pets, and it can be used for travel on the road with pets. There is no specific weight limit provided in the image."
120183,The product's item weight is 37g / 38g (with nut).
120184,The maximum weight recommendation is 80 kg (176 lb).
120185,The product can hold up to 80 kg (176 lb).
120186,The maximum weight recommendation in the image is 2204 lbs.
120187,The wattage of the product is 20W.
120188,The product's item weight is not explicitly indicated in the image.
120189,The product's item weight is not explicitly indicated in the image.
120190,"The product is a concentrate, which means it contains a concentrated solution of the active ingredients. The volume of the product can be determined by interpreting the visible dimensions of the bottle.

- Width: 12 inches
- Depth: 12 inches
- Height: 24 inches

The volume of the product can be calculated using the formula for volume of a rectangular prism:
\[ \text{Volume} = \text{Width} \times \text{Depth} \times \text{Height} \]

\[ \text{Volume} = 12 \, \text{inches} \times 12 \, \text{inches} \times 24 \, \text{inches} \]

\[ \text{Volume} = 6,480 \, \text{cubic inches} \]

\[ \text{Volume} = 6,480 \, \text{fl oz} \]

\[ \text{Volume} = 6,480 \, \text{gallons} \]

Therefore, the volume of the product is 6,480 gallons."
120191,"The actual item size of the Deluxe Air Hockey is 20.1 inches long, 12.2 inches wide, and 4.1 inches high."
120192,The product's item weight is 24.25 pounds.
120193,The maximum weight recommendation is 310 pounds.
120194,The product's item weight is 8.8 ounces (oz).
120195,The product's item weight is 2.2 pounds (lb).
120196,The product's weight is 1.87 lbs.
120197,The product's item weight is not explicitly indicated in the image.
120198,The phone in the image has a weight of 1000000 milligrams (mg).
120199,The bow weight is 3.6 lbs.
120200,The binoculars are lightweight at just 24.8 ounces.
120201,The maximum weight capacity of the Sivan Health & Fitness Push-Up Bars is 400 pounds.
120202,The product's item weight is 400 pounds.
120203,The product's item weight is not explicitly indicated in the image.
120204,"The product's item weight is 120g (4.2oz) for the 1.8m/6ft model, 135g (4.7oz) for the 2.1m/6.8ft model, and 150g (5.2oz) for the 2.4m/7.8ft model."
120205,The item weight is 2.54 lbs.
120206,The volume of the product is 355 mL.
120207,"The product's item weight is not explicitly indicated in the image. However, the speaker has a built-in rechargeable battery, which is a significant feature that can affect the weight of the speaker. The weight of the speaker can be estimated based on the size and material of the speaker, as well as the weight of the battery."
120208,"The product is a container of Polysorbate 20, which is a water-soluble emulsifier. The dimensions of the container are not explicitly given, but we can estimate the volume based on the visible dimensions.

The container is a cylindrical shape with a visible height of approximately 10 cm and a width of 10 cm. The volume of a cylinder is calculated using the formula:

\[ \text{Volume} = \pi r^2 h \]

where \( r \) is the radius and \( h \) is the height. Since the dimensions are not explicitly given, we can estimate the radius by assuming it is the same as the width, which is 10 cm. Thus:

\[ \text{Volume} = \pi \times (10 \, \text{cm})^2 \times 10 \, \text{cm} = 3.1416 \times 100 \, \text{cm}^3 \approx 314.16 \, \text{cm}^3 \]

Therefore, the volume of the Polysorbate 20 container is approximately 314.16 cubic centimeters."
120209,"To determine the volume of the product, we need to consider the dimensions of the bottle and the glasses. The bottle is a cylindrical shape with a visible height and a width. The glasses are also cylindrical, with a visible height and a width.

1. **Height of the Bottle:**
   - The bottle is a cylindrical shape with a visible height.
   - The visible height of the bottle is approximately 10 cm.

2. **Width of the Bottle:**
   - The width of the bottle is not explicitly given, but we can estimate it based on the visible dimensions.
   - The visible width of the bottle is approximately 5 cm.

3. **Volume of the Bottle:**
   - The volume of a cylinder is given by the formula:
     \[
     V = \pi r^2 h
     \]
     where \( r \) is the radius and \( h \) is the height.
   - The radius \( r \) can be calculated as:
     \[
     r = \frac{1}{2} \times \text{width}
     \]
     \[
     r = \frac{1}{2} \times 5 \text{ cm} = 2.5 \text{ cm}
     \]
   - The height \( h \) is the visible height of the bottle.
   - Therefore, the volume of the bottle is:
     \[
     V = \pi \times (2.5)^2 \times 10 \text{ cm} = 39.26 \text{ cm}^3
     \]

4. **Volume of the Glasses:**
   - The glasses are cylindrical with a visible height and a width.
   - The volume of a cylinder is given by the formula:
     \[
     V = \pi r^2 h
     \]
     where \( r \) is the radius and \( h \) is the height.
   - The radius \( r \) can be calculated as:
     \[
     r = \frac{1}{2} \times \text{width}
     \]
     \[
     r = \frac{1}{2} \times 5 \text{ cm} = 2.5 \text{ cm}
     \]
   - The height \( h \) is the visible height of the glasses.
   - Therefore, the volume of each glass is:
     \[
     V = \pi \times (2.5)^2 \times 10 \text{ cm} = 39.26 \text{ cm}^3
     \]

5. **Total Volume:**
   - The total volume of the product is the sum of the volumes of the bottle and the glasses.
   - Therefore, the total volume is:
     \[
     V_{\text{total}} = V_{\text{bottle}} + V_{\text{glasses}} = 39.26 \text{ cm}^3 + 39.26 \text{ cm}^3 = 78.52 \text{ cm}^3
     \]

So, the volume of the product is approximately 78.52 cubic centimeters."
120210,The product in the image is a power supply unit (PSU). The label on the product indicates that it is a 12V power supply with a maximum output of 2000mA. This means the product can provide a maximum power of 2000 milliamps at 12 volts.
120211,"The product's item weight is not explicitly indicated in the image. However, the dimensions provided can be used to estimate the weight based on the volume of the power supply. 

- The power supply is 80mm in length.
- The power supply is 30mm in width.
- The power supply is 40mm in height.

The volume of the power supply can be calculated as:
\[ \text{Volume} = \text{Length} \times \text{Width} \times \text{Height} \]
\[ \text{Volume} = 80mm \times 30mm \times 40mm \]
\[ \text{Volume} = 96,000 \, \text{mm}^3 \]

To convert this volume to weight, we need to know the density of the material used in the power supply. Assuming the material is a common plastic or metal, the density can be estimated based on its density in grams per cubic centimeter (g/cm³). For example, a common plastic material has a density of approximately 1 g/cm³.

\[ \text{Weight} = \text{Volume} \times \text{Density} \]
\[ \text{Weight} = 96,000 \, \text{mm}^3 \times 1 \, \text{g/cm}^3 \]
\[ \text{Weight} = 96,000 \, \text{g} \]

Therefore, the estimated weight of the power supply is approximately 96 grams."
120212,The maximum weight recommendation in the image is 2000 lbs (900 kg).
120213,The product's item weight is 300 lbs.
120214,The maximum weight recommendation is 300 lbs.
120215,The maximum weight capacity of the chair is 300 pounds.
120216,"The product's item weight is indicated in the image as follows:

- VERGE30662M: 1/8-1/2 oz
- VERGE20662L: 1/32-1/4 oz
- VERGE20602M: 1/8-1/2 oz
- VERGE10562L: 1/32-1/4 oz
- VERGE05502UL: 1/64-1/8 oz

These are the weights for the VERGE30662M, VERGE20662L, VERGE20602M, VERGE10562L, and VERGE05502UL models, respectively."
120217,The image does not provide a specific weight measurement for any of the products.
120218,The product's item weight is 2.9 inches.
120219,"The maximum weight recommendation is not explicitly stated in the image. However, the package includes a SALEX Phone Holder, Metal Plates, Wet and Dry Wipes, and Protective Film. The dimensions of the phone holder are 6.5cm x 2.6in (2.6in x 2.9in) and 7.3cm x 2.9in (2.9in x 7.3in)."
120220,The product's item weight is 2200W.
120221,The product is a 2200W power supply.
120222,The product's item weight is 46 ounces.
120223,The maximum weight recommendation is 500 pounds.
120224,The maximum weight recommendation is 55 lb.
120225,The product weighs 5 kg (11 lb).
120226,The product's item weight is not explicitly indicated in the image.
120227,The product's item weight is 550g.
120228,The product's item weight is not explicitly indicated in the image.
120229,The product has a rated power of 2000W.
120230,The product has an output of 15W.
120231,The product's item weight is 15W.
120232,The product is suitable for dogs up to 44 lbs.
120233,The maximum weight recommendation is up to 44 lbs.
120234,The product's weight is 1.43 lbs.
120235,The volume of the product is 354 mL.
120236,The maximum weight recommendation is 250 lbs.
120237,The weight of the sauce bottle is 13.75 ounces (390 grams).
120238,The product's item weight is 57g.
120239,"The product is a car charger with three USB ports. The wattage of the product is not explicitly stated in the image. However, the product is designed to provide power to various vehicles, including cars, trucks, RVs, campers, motorcycles, and ATVs. The wattage of the product is likely to be sufficient for these applications, but it is not directly visible in the image."
120240,The product's item weight is not explicitly indicated in the image.
120241,The wattage of the product is 36W.
120242,The product's item weight is 36W.
120243,The product's net weight (without water) is 71 lbs.
120244,The maximum weight recommendation is 350 lbs.
120245,The product is suitable for extreme sports and weighs 1 ounce.
120246,The maximum weight recommendation is 900 lbs.
120247,The product's item weight is 3.5 pounds.
120248,The maximum weight recommendation is 3.5 lbs.
120249,The product's item weight is 1.28 lb.
120250,The product's item weight is 440 pounds (200 kilograms).
120251,The maximum load bearing of the roller is 440 pounds (200 kilograms).
120252,The product's item weight is 110 lb.
120253,The product's item weight is 15W.
120254,The product has a power output of 15W.
120255,The product is rated at 100W.
120256,The product's item weight is not explicitly indicated in the image.
120257,The voltage rating of the product is 2400 MHz.
120258,"The maximum weight recommendation in the image is 35,000 pounds."
120259,The voltage rating of the product is 2666 MHz.
120260,The product's item weight is 3 pounds (1.36 kilograms).
120261,The product's item weight is not explicitly indicated in the image.
120262,"The product is a six-pack of 12-ounce cans. To determine the total volume of the product, we can multiply the number of cans by the volume of each can:

\[ \text{Total Volume} = \text{Number of Cans} \times \text{Volume per Can} \]

\[ \text{Total Volume} = 6 \times 12 \, \text{fl oz} \]

\[ \text{Total Volume} = 72 \, \text{fl oz} \]

Therefore, the total volume of the product is 72 fluid ounces."
120263,The product's item weight is 250 watts.
120264,The item weighs 4 ounces.
120265,The product's item weight is 5.3 ounces.
120266,The product is a 1650W power supply unit.
120267,The product's item weight is 1650 grams.
120268,The product's item weight is not explicitly indicated in the image.
120269,The product's item weight is approximately 4.4 kg.
120270,The product's item weight is 92 grams (3.24 ounces).
120271,The item weight is 23 grams.
120272,The maximum weight capacity of the gaming chair is 350 lbs.
120273,"The image shows a six-piece set of children's protective gear. The protective gear includes knee pads, elbow pads, and wrist guards. The protective gear is blue and black in color."
120274,The item's weight is 124g.
120275,The product has a power output of 100W.
120276,The product's item weight is 100W.
120277,The product's item weight is 3 oz.
120278,The maximum weight recommendation is 65 lbs.
120279,The weight of the Bluetooth headset is 0.3 ounces or 8.5 grams.
120280,The product's item weight is not explicitly indicated in the image.
120281,The product's item weight is 23.1 lbs.
120282,The volume of the product is 207 mL.
120283,The product's item weight is 10 lbs.
120284,"To determine the volume of the product, we need to calculate the volume of the cylindrical containers. The volume \( V \) of a cylinder can be calculated using the formula:

\[ V = \pi r^2 h \]

where:
- \( r \) is the radius of the cylinder,
- \( h \) is the height of the cylinder.

From the image, we can see that the containers are cylindrical with a white body and a black cap. The visible dimensions are:
- Width: 2 inches (1 inch = 2.54 cm)
- Depth: 2 inches (1 inch = 2.54 cm)
- Height: 2 inches (1 inch = 2.54 cm)

First, we need to convert the dimensions from inches to centimeters to match the units of the formula:

- 1 inch = 2.54 cm
- 2 inches = 5.08 cm

Now, we can calculate the volume:

\[ V = \pi (2.54)^2 \times 2 \]
\[ V = \pi \times 6.364 \times 2 \]
\[ V = 12.758 \pi \, \text{cm}^3 \]

Using \( \pi \approx 3.14 \):

\[ V \approx 12.758 \times 3.14 \]
\[ V \approx 40.63 \, \text{cm}^3 \]

Therefore, the volume of the product is approximately 40.63 cubic centimeters."
120285,The product weight is 18.5 lbs (8.4 kg).
120286,The item's weight is not explicitly indicated in the image.
120287,The maximum weight recommendation is up to 10 pounds.
120288,The product's item weight is up to 10 lbs.
120289,The product's item weight is indicated as 3 lbs.
120290,The maximum weight recommendation is 5.5 lbs.
120291,"The product is a CAT6 Ethernet cable. The wattage of the product is not directly visible in the image. However, the product is suitable for any RJ45 connector port, which typically ranges from 100 to 1000 watts."
120292,The maximum weight recommendation is 220 lbs.
120293,The maximum weight recommendation is 65 lbs when climbing stairs and 155 lbs when not climbing.
120294,The product's item weight is 270g.
120295,"The bottles are arranged in a 4x3 grid, with each row containing 3 bottles. The bottles are 10 milliliters (mL) in volume.

To determine the total volume of the product, we can multiply the number of bottles by the volume of each bottle:

\[ \text{Total Volume} = \text{Number of Bottles} \times \text{Volume per Bottle} \]

\[ \text{Total Volume} = 4 \times 3 \times 10 \, \text{mL} \]

\[ \text{Total Volume} = 120 \, \text{mL} \]

Therefore, the total volume of the product is 120 milliliters."
120296,The product's item weight is 10.8 ounces.
120297,The voltage rating mentioned on the product illustration is 1.2V.
120298,"The product's item weight is not explicitly indicated in the image. However, the label ""32GB"" suggests that the product supports a storage capacity of up to 32GB."
120299,The image does not provide a label indicating the item's weight.
120300,The product's item weight is 90g.
120301,The maximum weight recommendation is 90 grams.
120302,The voltage rating of the product is 1.1V.
120303,The product's item weight is 301 grams.
120304,The item's weight is 100g.
120305,The maximum weight recommendation is 300 lbs.
120306,The voltage rating of the product is 1.35V.
120307,The product is a universal charger that charges all USB-C devices at a maximum speed of 20W.
120308,The product is a universal charger that charges all USB C devices at a maximum speed of 20W.
120309,The product's item weight is not explicitly indicated in the image.
120310,The bottle is 2 fluid ounces (59 mL) in volume.
120311,The maximum weight recommendation is 99 lb.
120312,The maximum weight recommendation is 100 lbs.
120313,The product's item weight is 790g.
120314,The product's item weight is 25 grams.
120315,The product's item weight is 110Wrms.
120316,The maximum weight recommendation is 441 lbs.
120317,The product's item weight is 4.5 kg.
120318,The voltage rating of the product is 12V.
120319,"The product in the picture is a DC brushless fan, which is typically used for cooling electronic components. The label on the fan indicates that it is rated at 12V DC with a maximum output of 10A. This means the fan can handle up to 10A of current at 12V DC.

To determine the wattage of the fan, we can use the formula:

\[ \text{Wattage} = \text{Current} \times \text{Voltage} \]

Given the current is 10A and the voltage is 12V, we can calculate the wattage as follows:

\[ \text{Wattage} = 10A \times 12V = 120W \]

Therefore, the wattage of the product is 120 watts."
120320,The item's weight is approximately 1.3 kg.
120321,"The image shows four different types of Makita lithium-ion batteries, each with a Makita trademark logo. The weight of each battery is indicated on the label. Here are the weights for each type of battery:

1. **Genuine Makita 18V Lithium-Ion Battery**: 1.8 kg
2. **""Knock-Off"" 18V Lithium-Ion Battery**: 1.8 kg
3. **Genuine Makita 18V Compact Lithium-Ion Battery**: 1.8 kg
4. **""Knock-Off"" 18V Compact Lithium-Ion Battery**: 1.8 kg

All batteries are 1.8 kg in weight."
120322,The voltage rating of the product is 18V.
120323,The label indicates the weight of the product as 1.0 lb.
120324,The image does not provide a specific weight measurement for the 6.6-inch HD large screen smartphone.
120325,The product's item weight is 1.2 pounds (lb).
120326,The image does not provide a label indicating the weight of the phone.
120327,The volume of the product is 12 fluid ounces.
120328,The image does not provide any information about the weight of the phone.
120329,The product's item weight is not explicitly indicated in the image.
120330,The product weight is 1.5 lbs.
120331,"The weights in the image are:

- 16 kg
- 10 kg
- 8 kg"
120332,"The product is labeled as ""18W PD Fast Charging."""
120333,The voltage rating of the product is 94V-0.
120334,"The package contents of the gaming headset are as follows:

1. Gaming Headset (1)
2. Microphone Foam Cover (1)
3. AUX Cable (1)
4. User Manual (1)

The weight of the headset is not explicitly indicated in the image."
120335,"The product is described as ""Portable & Lightweight."" The image shows the case with a handle and a weight of ""3 lbs."""
120336,"The product's item weight is not explicitly indicated in the image. However, the text mentions ""Multiple Charging Options"" and ""Charges all three batteries simultaneously,"" which suggests that the charger can handle multiple batteries at once."
120337,The product's item weight is 1070 grams.
