index,generated_output
86121,The width of the product is 5.5 inches.
86122,The height of the product is 86 cm.
86123,The product is 40 cm wide.
86124,The depth of the product is 40 cm.
86125,The height of the product is 40 cm.
86126,The width of the product is 5.5cm or 2.2 inches.
86127,The product is 4cm/1.6 inches deep.
86128,The height of the product is 5.5 cm or 2.2 inches.
86129,The height of the product is 12 cm.
86130,The depth of the product is 7 cm.
86131,"The product is a cylindrical container with a visible height of approximately 2.65 inches (6.7 centimeters) and a width of approximately 1.5 inches (3.8 centimeters). The depth is not visible in the image. Therefore, the volume of the product can be calculated as follows:

\[ \text{Volume} = \text{Height} \times \text{Width} \times \text{Depth} \]

\[ \text{Volume} = 2.65 \, \text{inches} \times 1.5 \, \text{inches} \times 0 \, \text{inches} \]

\[ \text{Volume} = 0 \, \text{cubic inches} \]

Since the volume is zero, the product is not a volume-based item."
86132,The height of the product is 73mm.
86133,The depth of the product is 5mm.
86134,The width of the product is 2.2 inches.
86135,The depth of the product is 2.2 inches.
86136,The height of the product is 2.2 inches.
86137,The depth of the product is 120cm.
86138,The depth of the product is 30.00 cm / 11.81 inches.
86139,The height of the product is 12.7 cm.
86140,The product has a width of 9 cm.
86141,The height of the product is 164 cm.
86142,The height of the product is 89 cm (35 inches).
86143,The width of the product is 12.8 cm.
86144,The depth of the product is 12.8 cm.
86145,The height of the product is 106 cm.
86146,The product has an altitude of 72 cm.
86147,The depth of the product is 3 inches.
86148,The width of the product is 7.3 inches.
86149,The product has a height of 13 cm.
86150,The product has a height of 142MM.
86151,The height of the product is 32.8 inches.
86152,The depth of the product is 3 inches.
86153,The height of the product is 3 inches.
86154,The product has a height of 15 cm (5.9 inches).
86155,The height of the product is 26 cm or 10.24 inches.
86156,The height of the product is 145mm.
86157,The width of the product is 210mm.
86158,The depth of the product is 145mm (5.7 inches).
86159,The width of the product is 15 cm.
86160,The width of the product is 27 cm (11 inches).
86161,The product is 33 cm tall.
86162,The height of the product is 22 inches.
86163,The product has a height of 25mm.
86164,The depth of the product is 12.5 cm (4.9 inches).
86165,The height of the product is 18.3 cm or 7.2 inches.
86166,The product has a height of 132 cm (52 inches).
86167,The width of the product is 39cm (15.3 inches).
86168,The height of the product is 30 cm.
86169,The product is 30 cm deep.
86170,The width of the product is 30cm.
86171,The depth of the product is 2-3/4 inches.
86172,The product has a height of 3-1/4 inches.
86173,The width of the product is 2CM/0.8IN.
86174,The depth of the product is 29cm.
86175,The product has a height of 10 cm.
86176,The width of the product is 1.38 inches.
86177,The width of the product is 80mm.
86178,"The depth of the product is 80mm, which is approximately 3.15 inches."
86179,The product is 2.2 inches deep.
86180,The width of the product is 2.2 inches.
86181,The height of the product is 6.3 inches (16 cm).
86182,The height of the product is 32.5 inches.
86183,The width of the product is 86mm or 3.39 inches.
86184,The depth of the product is 86mm or 3.39 inches.
86185,"The height of the product is 86mm, which is approximately 3.39 inches."
86186,The width of the product is 2.36 inches.
86187,The width of the product is 3.54 inches (9.0 cm).
86188,The depth of the product is 3.15 inches (8.0 cm).
86189,The depth of the product is 85mm.
86190,"The product in the image is a black, cylindrical object with a circular base. The height of the product is approximately 100 mm."
86191,The width of the product is approximately 100 mm.
86192,The depth of the product is approximately 100 mm.
86193,The depth of the product is 15.0 cm.
86194,The height of the product in the image is 21.5 cm.
86195,The product has a height of 8.7 inches.
86196,The width of the product is 104 inches.
86197,The width of the product is 10 inches or 25 cm.
86198,The depth of the product is 19 cm.
86199,The height of the product is 8.7 inches.
86200,The width of the product is 3 inches.
86201,The product has a width of 95cm or 37 inches.
86202,The product is 95 cm (37 inches) long.
86203,The product has a height of 95 cm (37 inches).
86204,The height of the product is 16.5 inches.
86205,The width of the product is 27 inches.
86206,The height of the product is 54 inches.
86207,The depth of the product is 27 inches.
86208,The product is 9.0 inches tall.
86209,The width of the product is 3.9 inches or 10.0 centimeters.
86210,The height of the product is 20CM/0.26in.
86211,The width of the product is 20CM/0.26in.
86212,The depth of the product is 2 cm (0.78 inches).
86213,The width of the product is 31.5 inches.
86214,The height of the product is 3.7 inches or 9.5 centimeters.
86215,The height of the product is 30 inches.
86216,The product has a height of 3.00 inches.
86217,The product has a height of 95.2 cm.
86218,The height of the product is 36 inches.
86219,The depth of the product is 5.4 inches (13.8 cm).
86220,The height of the product is 9 cm.
86221,The depth of the product is 3.9 inches.
86222,The width of the product is 17.5 inches.
86223,The width of the product is 150mm.
86224,The depth of the product is 6 inches.
86225,The depth of the product is 4.7 inches.
86226,The width of the product is 4.7 inches.
86227,The depth of the product is 2.7 inches.
86228,The product has a height of 62.3 mm (2.45 inches).
86229,The width of the product is 62.3mm.
86230,"The depth of the product is 62.3mm, which is approximately 2.45 inches."
86231,The height of the product is 19.5 cm.
86232,The height of the product is 100mm.
86233,The width of the product is 49mm.
86234,The maximum weight recommendation is 660 lbs.
86235,The product has a height of 8.5 cm (3.35 inches).
86236,The height of the product is 7.92 cm.
86237,The width of the product is 7.92 cm.
86238,The height of the product is 203 cm.
86239,"The product is a magnetic charging cable. The wattage is not directly visible on the product itself. However, the product is designed to be used with a smartphone, which typically has a power output of around 10-15 watts. This is a reasonable estimate based on the typical power consumption of a smartphone."
86240,The depth of the product is 15 inches.
86241,"The width of the product is 15""."
86242,The product has a height of 13 cm.
86243,The height of the product is 16 cm.
86244,"To determine the height of the product, we need to measure the vertical distance between the top of the pumpkin and the bottom of the pumpkin. Here are the measurements for each pumpkin:

1. **Pumpkin 1 (X1):**
   - Height: 8.27 inches

2. **Pumpkin 2 (X2):**
   - Height: 3.94 inches

3. **Pumpkin 3 (X3):**
   - Height: 2.75 inches

The height of the product is the vertical distance between the top of the pumpkin and the bottom of the pumpkin. From the given measurements, the height of the product is:

\[ \text{Height of the product} = 8.27 \, \text{inches} - 3.94 \, \text{inches} = 4.33 \, \text{inches} \]

Therefore, the height of the product is 4.33 inches."
86245,The width of the product is 5.9 inches.
86246,The product's item weight is 472 grams.
86247,The width of the product is 60 inches.
86248,The height of the product is 60 inches.
86249,The width of the product is 1cm.
86250,The depth of the product is 1cm.
86251,The height of the product in the image is 22 meters.
86252,The width of the product is 3.15 inches.
86253,The depth of the product is 3.15 inches.
86254,The product has a width of 16mm.
86255,The depth of the product is 81mm.
86256,The width of the product is 120 cm.
86257,The depth of the product is 50 cm.
86258,The product has a height of 50 cm.
86259,The depth of the product is 2.5 inches.
86260,The product has a height of 2.5 inches.
86261,The volume of the product is 946 milliliters (mL).
86262,The height of the product is 32.86 inches.
86263,The width of the product is 18.75 inches.
86264,The width of the product is 20 inches.
86265,The width of the product is 15.6 inches.
86266,The product is 74.5 inches tall.
86267,The width of the product is 1 inch.
86268,The depth of the product is 3 inches.
86269,The product has a maximum length of 6.18 inches.
86270,The width of the product is 4 inches.
86271,The power adapter is rated at 6.3 watts.
86272,The product's item weight is not explicitly indicated in the image.
86273,"The height of the product is 5.5 cm, which is equivalent to 2.16 inches."
86274,The product has a height of 14.5 cm.
86275,The product has a height of 2.4 inches (6 cm).
86276,The height of the product is 44mm.
86277,The depth of the product is 6 inches.
86278,The maximum weight recommendation is 770 lbs.
86279,The width of the product is 9 cm or 3.54 inches.
86280,The depth of the product is 9 cm (3.54 inches).
86281,The product has a height of 9 cm (3.54 inches).
86282,The width of the product is 5.0 inches.
86283,The depth of the product is 8 cm.
86284,The width of the product is 8 cm.
86285,The product has a height of 21 cm.
86286,The width of the product is 6.48 inches or 16.5 centimeters.
86287,The depth of the product is 6.48 inches or 16.5 centimeters.
86288,The height of the product is 15.4 inches (39 cm).
86289,The width of the product is 1 inch (25mm).
86290,The depth of the product is 1.1 inches (28mm).
86291,The product's item weight is 5 watts.
86292,The product has a height of 70.7 mm.
86293,The depth of the product is 3.9 inches or 10 cm.
86294,The product is 5.9 inches tall.
86295,The height of the product is 60 cm.
86296,The width of the product is 372mm.
86297,The adjustable hinges of the product are designed to adjust the height of the toilet seat. The height can be adjusted from 75-195mm.
86298,The depth of the product is 31.5 cm.
86299,The width of the product is 19.5 cm.
86300,The maximum weight recommendation is 260 grams.
86301,The product's net weight is 260 grams.
86302,The height of the product is 83 cm (32.7 inches).
86303,The width of the product is 2 inches.
86304,The width of the product is 24.5 cm or 9.6 inches.
86305,The depth of the product is 24.5 cm / 9.6 inches.
86306,The product is 9.5 cm (3.7 inches) tall.
86307,The depth of the product is 10 cm (3.9 inches).
86308,The height of the product is 60 inches or 152 centimeters.
86309,The depth of the product is 60cm.
86310,The height of the product is 4 inches.
86311,The width of the product is 2.5 inches.
86312,The depth of the product is 2.5 inches.
86313,The depth of the product is 9.3 cm.
86314,The width of the product is 9.3 cm.
86315,The product is 9.3 cm tall.
86316,"The depth of the product is 1.97 inches, which is 50.0 millimeters."
86317,The width of the product is 1.97 inches or 50.0 millimeters.
86318,The product has a width of 10cm (3.93 inches).
86319,The product has a height of 2.8 inches.
86320,The height of the product is 190.8 cm.
86321,The height of the product is 39.4 inches.
86322,The height of the product is 68 cm (26.77 inches).
86323,The depth of the product is 68cm.
86324,The width of the product is 68cm or 26.77 inches.
86325,The depth of the product is 3.3 cm.
86326,The width of the product is 19.2 cm.
86327,The product has a height of 8 cm.
86328,The width of the product is 6.2 inches.
86329,The product has a width of 30 cm (11.8 inches).
86330,The product is 30 cm tall.
86331,The product has a height of 16.53 inches.
86332,The depth of the product is 0.86 inches.
86333,The height of the product is 23mm.
86334,"The product is a USB power adapter. The input voltage is 5V and the output voltage is 7.4V. Therefore, the wattage of the product is:

\[ \text{Wattage} = \text{Output Voltage} \times \text{Current} \]
\[ \text{Wattage} = 7.4V \times 2A \]
\[ \text{Wattage} = 14.8W \]

So, the wattage of the product is 14.8W."
86335,The product's item weight is not explicitly indicated in the image.
86336,The depth of the product is 4 inches.
86337,The product has a height of 80 cm.
86338,The depth of the product is 16x20 inches.
86339,The height of the product is 11 inches.
86340,The width of the product is 4.4 inches.
86341,The depth of the product is 4.4 inches.
86342,The depth of the product is 1.96 inches (5 cm).
86343,The depth of the product is 13cm.
86344,The width of the product is 15.2 cm.
86345,The width of the product is 9 cm (3.5 inches).
86346,The depth of the product is 9 cm or 3.5 inches.
86347,The width of the product is 9.7 cm (3.81 inches).
86348,The depth of the product is 20 cm.
86349,The height of the product is 20 cm.
86350,The height of the product is 45 cm.
86351,The depth of the product is 2.
86352,The product is 150 x 210 mm in size.
86353,The product has a height of 8.1 inches.
86354,The width of the product is 7.5 inches.
86355,The product has a height of 400mm (15.7 inches).
86356,The depth of the product is 3.75 inches (9.5 cm).
86357,The product has a height of 5.5 inches (13.75 cm).
86358,The maximum weight recommendation is up to 500 lbs.
86359,The product has a width of 4.75 cm (1.87 inches).
86360,The volume of the product can be determined by interpreting the visible dimensions. The can is 12 fluid ounces (355 milliliters) tall.
86361,The wattage of the product is 850W.
86362,The product's item weight is 850W.
86363,The depth of the product is 1.7 inches.
86364,The height of the product is 2 cm.
86365,The depth of the product is 2 cm.
86366,The width of the product is 2 cm.
86367,The outer circumference of the wreath is about 37 inches (94 cm) and the inner circumference is about 28 inches (72 cm).
86368,The depth of the product is 2.28 inches.
86369,The width of the product is 8 inches.
86370,The product is 12 inches tall.
86371,The product size is 12 inches by 8 inches.
86372,"The depth of the product is 8.3 cm, which is approximately 3.26 inches."
86373,The product has a height of 8.3 cm (3.26 inches).
86374,The depth of the product is 24 inches.
86375,The height of the product is 24 inches.
86376,The height of the product is 14 3/4 inches.
86377,The depth of the product is 14 3/4 inches.
86378,The width of the product is 13 1/4 inches.
86379,The product has an external height of 5.9 inches.
86380,The depth of the product is 0.5 inches (15mm).
86381,The width of the product is 29.9 cm or 11.8 inches.
86382,The product's item weight is 500 grams (17.6 ounces).
86383,The depth of the product is 1 inch.
86384,The height of the product is 1 inch.
86385,The height of the product is 14 inches.
86386,The width of the product is 19 inches or 480 millimeters.
86387,The depth of the product is 30 cm.
86388,The product has a height of 51 cm.
86389,The depth of the product is 37.79 inches (96 cm).
86390,The height of the product is 42.5 inches (108 cm).
86391,The height of the product is 3 inches.
86392,The depth of the product is 3 inches.
86393,The depth of the product is 297 mm.
86394,The width of the product is 297 mm.
86395,The product has a height of 420 mm.
86396,The depth of the product is 11.8 inches.
86397,The product has a height of 15.74 inches.
86398,The width of the product is 1.7 inches (4.3 cm).
86399,The depth of the product is 1.7 inches (4.3 cm).
86400,The height of the product is 19.5 inches.
86401,The height of the product is 14 inches.
86402,The width of the product is 100 cm.
86403,The product is 6.4 inches tall.
86404,The maximum weight recommendation in the image is 1100 lbs.
86405,The product's item weight is 1100 lbs.
86406,The height of the product is 24 cm.
86407,The height of the product is 180 cm.
86408,The depth of the product is 19.5 inches (49.53 cm).
86409,The product is 19.5 inches tall.
86410,The width of the product is 19.5 inches (49.53 cm).
86411,The product is 41mm tall.
86412,The width of the product is 45.3mm.
86413,The depth of the product is 52.1 mm.
86414,The product has a height of 52.1 mm.
86415,The width of the product is 13 cm (5.11 inches).
86416,The depth of the product is 13 cm (5.11 inches).
86417,The width of the product is 4.8CM.
86418,The depth of the product is 3.6CM.
86419,"The height of the product is 8 cm, which is equivalent to 3.14 inches."
86420,The product is 16 inches tall.
86421,The depth of the product is 16 inches.
86422,The height of the product is 108mm.
86423,The depth of the product is 45.6 cm (18 inches).
86424,The product has a height of 9.2 inches.
86425,The width of the product is 30cm.
86426,The depth of the product is 1 inch.
86427,The product is 16.5 inches tall.
86428,The depth of the product is 4 inches.
86429,The width of the product is 4 inches.
86430,The width of the product is 4 inches.
86431,The product has a height of 14 cm.
86432,The depth of the product is 14 cm.
86433,The depth of the product is 13.00 cm / 5.12 inches.
86434,The width of the product is 13.00 cm (5.12 inches).
86435,The image does not provide any information about the weight of the protective gear.
86436,The height of the product is 23.03 inches.
86437,The product's item weight is 70W.
86438,The product has a minimum height of 24 inches and a maximum height of 51 inches.
86439,The width of the product is 24 inches.
86440,The product is a tripod stand with a minimum height of 24 inches and a maximum height of 51 inches.
86441,The height of the product is 17.5 cm.
86442,The depth of the product is 10cm.
86443,"The depth of the product is 10.5 cm, which is approximately 4.1 inches."
86444,"The height of the product is 10.5 cm, which is approximately 4.1 inches."
86445,The height of the product is 250 mm.
86446,The width of the product is 350 mm.
86447,
86448,
86449,"The product has the following dimensions:

- Height of the stand: 68 cm
- Height of the toilet brush holder: 13.8 cm
- Height of the toilet brush: 13.5 cm
- Height of the toilet brush holder: 9.7 cm
- Height of the toilet brush: 6.5 cm
- Height of the toilet brush holder: 5.5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 7 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
- Height of the toilet brush holder: 5 cm
"
86450,The height of the product is 4 inches.
86451,The product is 22 inches tall.
86452,The depth of the product is 9 cm.
86453,The product in the picture is a purple spray bottle with a height of 4.53 inches.
86454,The product has a height of 1.53 inches.
86455,The product has a width of 1.53 inches.
86456,"The product has a width of 9 cm (3.54 inches) for the smallest size, 20 cm (8 inches) for the middle size, and 30 cm (12 inches) for the largest size."
86457,The height of the product is 280 cm.
86458,The depth of the product is 280 cm.
86459,The height of the product is 45 cm.
86460,The product is 29.9 inches tall.
86461,The width of the product is 17.25 inches.
86462,The height of the product is 17.25 inches.
86463,The product's item weight is 3 kg.
86464,The maximum weight recommendation is 13 kg.
86465,The height of the product is 15.7 inches.
86466,The height of the product is 16 cm.
86467,The product is 30 inches tall.
86468,The width of the product is 30 inches.
86469,The depth of the product is 30 inches.
86470,The depth of the product is 22 cm (8.66 inches).
86471,The product is 8.2 inches long.
86472,The depth of the product is 29.7 cm.
86473,The depth of the product is 2.36 inches.
86474,The width of the product is 11.0 inches.
86475,The height of the product is 11.0 inches.
86476,The depth of the product is 11.0 inches.
86477,The height of the product is 30.5 cm.
86478,The product is 5.9 inches tall.
86479,The height of the product is 1800 mm.
86480,The depth of the product in the image is 5.2 cm.
86481,The product has a width of 37 cm.
86482,The width of the product is 120 cm.
86483,The height of the product is 4.72 inches (12 cm).
86484,The depth of the product is 4.72 inches (12 cm).
86485,The width of the product is 200 cm.
86486,The depth of the product is 2.2 cm (1 inch).
86487,The product's item weight is approximately 3.40 grams.
86488,The applicable size of the clothes drawer is at least 3.2 inches tall and 12.2 to 21.4 inches long.
86489,The applicable size of the clothes drawer is at least 3.2 inches tall and 12.2 to 21.4 inches long.
86490,The product has a height of 60 cm (24 inches).
86491,The width of the product is 60 cm or 24 inches.
86492,The width of the product is 16 inches.
86493,The height of the product is 54 inches.
86494,The depth of the product is 15 inches.
86495,The height of the product is 35 cm.
86496,The depth of the product is 25 cm.
86497,"The product details are as follows:

1. **30cm/11.8in**: This is the height of the larger round basket.
2. **26cm/10.2in**: This is the height of the smaller round basket.
3. **20cm/7.8in**: This is the height of the medium-sized round basket.
4. **10cm/3.9in**: This is the height of the smallest round basket."
86498,The height of the product is 24 inches.
86499,The depth of the product is 24 inches.
86500,The width of the product is 37cm.
86501,The height of the product is 33 cm.
86502,The product's item weight is 195g.
86503,The depth of the product is 4cm/1.57in.
86504,The height of the product is 54 cm.
86505,The width of the product is 28cm or 11.02 inches.
86506,The height of the product is 28cm or 11.02 inches.
86507,The depth of the product is 28cm or 11.02 inches.
86508,The width of the product is 4.2 inches.
86509,The product has a height of 50mm.
86510,The width of the product is 50mm.
86511,The height of the product is approximately 58cm (23 inches).
86512,The width of the product is approximately 155 cm (61 inches).
86513,The depth of the product is approximately 155 cm (61 inches).
86514,The product has a height of 5.5 inches.
86515,The height of the product is 2 inches.
86516,The product's item weight is not explicitly indicated in the image.
86517,The width of the product is 2.5 inches.
86518,"The product has a height of 100mm, which is approximately 3.93 inches."
86519,The product is 100mm/3.93 inches deep.
86520,The height of the product is 19 cm.
86521,The height of the product is 8.5 inches.
86522,The depth of the product is 8.5 inches.
86523,The depth of the product is 60 mm.
86524,The product has a height of 60 mm.
86525,The height of the product is 9 cm.
86526,The width of the product is 7.3 inches.
86527,The item's weight is 0.028 lb.
86528,The width of the product is 5 inches.
86529,The depth of the product is 1 inch.
86530,The product has a height of 11 inches (27.9 cm).
86531,The width of the product is 2.4 inches.
86532,The width of the product is 60 cm.
86533,The height of the product is 42 cm.
86534,The height of the product is 3.6 inches.
86535,The depth of the product is 3.6 inches.
86536,The depth of the product is 24 cm (9.44 inches).
86537,The depth of the product is 36 inches.
86538,The width of the product is 24 inches.
86539,"The product is 1 3/8"" - 1 3/4"" (34mm - 45mm) tall."
86540,The height of the product is 5.9 inches.
86541,The width of the product is 8.7 inches.
86542,The width of the product is 6.5 inches.
86543,The depth of the product is 6.5 inches.
86544,The width of the product is 42 cm (16.5 inches).
86545,The height of the product is 4.5 cm (1.8 inches).
86546,The product's item weight is 5.2 oz.
86547,The height of the product is 6 inches.
86548,The height of the product is 18.7 inches.
86549,The width of the product is 13 inches.
86550,The depth of the product is 70 inches.
86551,The depth of the product is 4.2 inches.
86552,The height of the product is 70 cm.
86553,The height of the product is 35 cm (13.8 inches).
86554,The product has a height of 8.66 inches.
86555,The width of the product is 6cm (2.4 inches).
86556,"The height of the product is 56.5 cm, which is approximately 22 inches."
86557,The width of the product is 16mm.
86558,The height of the product is 30mm.
86559,The depth of the product is 16mm.
86560,The product's item weight is 1 pound and 8 ounces (880 grams).
86561,The depth of the product is 3.9 inches.
86562,The depth of the product is 19.7 inches or 50 cm.
86563,The height of the product is 19.7 inches or 50 cm.
86564,The width of the product is 19.7 inches or 50 cm.
86565,The height of the product is 10 cm.
86566,The width of the product is 7CM.
86567,The height of the product is 10 inches.
86568,The height of the product is 2.28 inches.
86569,The product's item weight is not explicitly indicated in the image.
86570,The product's item weight is 1 oz (28g).
86571,The label indicates the weight of the product as 375W.
86572,The wattage of the product is 375 watts.
86573,The height of the product is 15 inches.
86574,The depth of the product is 5.5 inches.
86575,The width of the product is 10.3 inches.
86576,The height of the product is 37.8 inches.
86577,The height of the product is 14 cm.
86578,The height of the product is 9.5 cm.
86579,The height of the product is 3.35 inches (8.5 cm).
86580,The depth of the product is 9.5 inches.
86581,The height of the product is 6.2 inches (16 cm).
86582,The depth of the product is 2.3 inches or 6 centimeters.
86583,The width of the product is 27.5 inches.
86584,The image does not provide a label indicating the item's weight.
86585,The depth of the product is 25cm (9.84 inches).
86586,The width of the product is 25CM or 9.84IN.
86587,The depth of the product is 3.7 inches.
86588,The height of the product is 3.7 inches.
86589,The height of the product in the image is 11 cm (4.3 inches).
86590,The width of the product in the image is 11 cm (4.3 inches).
86591,The depth of the product in the image is 11 cm (4.3 inches).
86592,The product has a height of 14.57 inches (37 cm).
86593,The depth of the product is 1.4 inches.
86594,The width of the product is 1.4 inches.
86595,"The height of the product is 7 cm, which is 2.75 inches."
86596,The depth of the product is 6.1 inches or 15.4 centimeters.
86597,The width of the product is 52 cm.
86598,The width of the product is 210mm.
86599,The product's item weight is 3.5 oz or 100g.
86600,The product's item weight is not explicitly indicated in the image.
86601,The image does not provide a label indicating the maximum weight recommendation.
86602,The depth of the product is 45 cm (17.7 inches).
86603,The width of the product is 25 inches.
86604,The width of the product is 31CM.
86605,The height of the product is 44 cm.
86606,The depth of the product is 5.5 inches.
86607,The product is 4.0 inches tall.
86608,The product has a height of 21.2 cm (8.3 inches).
86609,The product has a height of 3.6 cm.
86610,The depth of the product is 48 cm.
86611,The height of the product is 48 cm.
86612,The product is 2 1/2 inches tall.
86613,The depth of the product is 2 1/2 inches.
86614,The width of the product is 40cm or 16 inches.
86615,The height of the product is 3.9 inches or 10.0 centimeters.
86616,The depth of the product is 2.4 inches (6.0 cm).
86617,The depth of the product is 8.67 inches.
86618,The height of the product is 90 cm.
86619,The product is 59 inches wide and 51 inches tall.
86620,The height of the product is 118 cm.
86621,The depth of the product is 118 cm.
86622,The width of the product is 118 cm.
86623,The product's item weight is 5.5 LBS.
86624,The product is a B5-sized notebook with a grid pattern on the left side. The depth of the notebook is 179mm.
86625,The product has a width of 1.7 inches.
86626,The depth of the product is 1.4 inches.
86627,The depth of the product is 1.25 inches.
86628,The depth of the product is 1.92 inches or 4.9 centimeters.
86629,The product has a height of 1.92 inches (4.9 cm).
86630,"The product is a Studio Display Book, which is a type of binder or folder designed to hold and display artwork, photographs, or documents. The depth of the product is not explicitly stated in the image, but it is likely to be a standard size binder or folder, as indicated by the A4 size and the dimensions provided."
86631,The product is 210mm high.
86632,The depth of the product is 7.6 cm for the 200ml glass and 9.1 cm for the 180ml glass.
86633,The product's item weight is 5000mAh.
86634,The depth of the product is 32 cm (12.6 inches).
86635,The width of the product is 49cm (15.4 inches).
