index,generated_output
67887,"The product in the image is a clear glass perfume bottle with a silver cap. The bottle has a capacity of 30 ml, as indicated by the markings on the cap. The bottle is shown with the cap off, revealing the interior, which is also clear glass. The image also includes a close-up of a hand holding the bottle, spraying it, and a small circular inset showing the bottle in use."
67888,The product in the image is a 30 ml spray bottle.
67889,The width of the product is 10.8 cm.
67890,The depth of the product is 10.8 cm.
67891,The width of the product is 303 mm.
67892,The depth of the product is 80 microns.
67893,The product is 18 cm tall.
67894,The product is 18 cm tall and 12 cm wide.
67895,The product illustration shows a flashlight with a voltage rating of 3200 LM.
67896,The depth of the product is 11.8 inches.
67897,The width of the product is 11.8 inches.
67898,The height of the product is 17.72 inches (45 cm).
67899,The width of the product is 12 cm.
67900,The height of the product is 90 cm.
67901,The depth of the product is 80mm.
67902,The height of the product is 80mm.
67903,The height of the product is 40 inches.
67904,The wattage of the product is not explicitly mentioned in the image.
67905,The voltage rating of the product is 120V.
67906,The depth of the product is 45 cm (17.7 inches).
67907,The height of the product is 180 cm (70.9 inches).
67908,The width of the product is 45 cm (17.7 inches).
67909,The product's item weight is 75W MAX.
67910,The depth of the product is 11.8 inches / 30 cm.
67911,The width of the product is 11.8 inches or 30 cm.
67912,The product width is 1.18 inches or 3 cm.
67913,The product's item weight is 16TB.
67914,The width of the product is 8.5 cm or 3.3 inches.
67915,"The depth of the product is 8.5 cm, which is approximately 3.3 inches."
67916,The product has a height of 8.5 cm (3.3 inches).
67917,The width of the product is 32CM.
67918,The depth of the product is 8.3 inches.
67919,The product's item weight is 16.0 oz (453.6 g).
67920,The depth of the product is 2.9 inches or 7.5 centimeters.
67921,The width of the product is 2.9 inches or 7.5 centimeters.
67922,"The width of the product is 25cm, which is 9.8 inches."
67923,The depth of the product is 7.8 inches (20 cm).
67924,The width of the product is 7.8 inches (20 cm).
67925,The width of the product is 21.6 inches.
67926,The width of the product is 26cm or 10.22 inches.
67927,The height of the product is 14.17 inches.
67928,The product's item weight is 25 lbs (11.34 kg).
67929,The depth of the product is 24 inches.
67930,The height of the product is 24 inches.
67931,"The depth of the product is 3.6 cm, which is approximately 1.42 inches."
67932,The width of the product is 3.14 inches.
67933,The height of the product is 16.5 inches.
67934,The height of the product is 38 cm (15 inches).
67935,The image does not provide any labels or text indicating the maximum weight recommendation for the cat litter shovel.
67936,The width of the product is 35cm.
67937,The product's item weight is 375 grams (13.2 ounces).
67938,The product's item weight is 200g.
67939,The height of the product is 40 cm.
67940,The height of the product is 80mm.
67941,The width of the product is 19.6 inches.
67942,The product's item weight is 10.25 ounces (290 grams).
67943,The depth of the product is 11 cm.
67944,The voltage rating of the product is 12V.
67945,"The product is a car heater, and it has a power output of 150 watts."
67946,"The height of the product is 4.5 cm, which is 1.77 inches."
67947,The depth of the product is 10 inches (25 cm).
67948,The height of the product is 16.38 inches.
67949,The product has a height of 274mm (10.79 inches).
67950,The depth of the product is 274mm (10.79 inches).
67951,The depth of the product is 5 cm (1.97 inches).
67952,The height of the product is 5cm (1.97 inches).
67953,The depth of the product is 13 cm.
67954,The product's item weight is not explicitly indicated in the image.
67955,The product illustration mentions that the exhaust fan motor operates at 110 CFM (cubic feet per minute) and runs at 0.7 SONES.
67956,"The wattage of the product is not explicitly mentioned in the image. However, it is described as ""virtually silent, energy efficient exhaust fan motor engineered for continuous operation."" This suggests that the motor is designed to be quiet and energy-efficient, but the wattage is not provided in the image."
67957,The depth of the product is 5.9 inches.
67958,The width of the product is 13.5 inches.
67959,The depth of the product is 9 inches.
67960,The width of the product is 34 inches.
67961,The depth of the product is 34 inches.
67962,The depth of the product is 4.4 cm (1.7 inches) for the smaller size and 5.4 cm (2.1 inches) for the larger size.
67963,The width of the product is 5 cm (1.97 inches).
67964,The height of the product is 0.71 inches.
67965,The depth of the product is 4cm.
67966,The width of the product is 4cm.
67967,The height of the product is 29.5 inches.
67968,The width of the product is 36.25 inches.
67969,The width of the product is 23.62 inches.
67970,The height of the product is 33.5 inches (85 cm).
67971,The depth of the product is 2.5 inches.
67972,The width of the product is 2.5 inches.
67973,The product is a 14 oz (420 ml) bottle.
67974,The product's item weight is 14 oz.
67975,The width of the product is 3.0 cm or 1.1 inches.
67976,The depth of the product is 6.9 cm or 2.7 inches.
67977,The product's item weight is 7 pounds or 3.17 kilograms.
67978,The width of the product is 3.25 inches.
67979,The depth of the product is 3.25 inches.
67980,The height of the product is 9.5 cm or 3.74 inches.
67981,The depth of the product is 9.5 cm (3.74 inches).
67982,The height of the product is 9.3 cm.
67983,The width of the product is 9.7 cm.
67984,The depth of the product is 0.5 cm (0.19 inch).
67985,The product has a height of 75 mm.
67986,The height of the product is 25 cm (9.8 inches).
67987,The wattage of the product is 21 watts.
67988,The voltage rating of the product is 21 Watts.
67989,The product's item weight is not explicitly indicated in the image.
67990,The height of the product is 17.0 cm.
67991,The width of the product is 23 cm.
67992,The product has a height of 23 cm.
67993,The depth of the product is 5.5 inches.
67994,The product's item weight is 20g.
67995,The depth of the product is 7 cm (2.75 inches).
67996,The height of the product in the image is 29 cm (11.41 inches).
67997,The width of the product is 7 cm (2.75 inches).
67998,The height of the product is 22 inches.
67999,The product's item weight is 9650 cubic feet per minute.
68000,The wattage of the product is 25 watts.
68001,The voltage rating of the product is 120 Volts.
68002,The width of the product is 35 cm.
68003,The width of the product is 110 cm (43.3 inches).
68004,The width of the product is 19.2 cm.
68005,The depth of the product is 25.8 cm.
68006,The depth of the product is 50cm.
68007,The product has a height of 50cm.
68008,The width of the product is 50cm.
68009,The product has a height of 2.75 inches.
68010,The product has a height of 24.5 cm.
68011,The width of the product is 19 inches.
68012,The depth of the product is 21.0 cm.
68013,The width of the product is 21.0 cm.
68014,The wattage of the product is 1450W.
68015,The height of the product is 9.6 cm.
68016,The depth of the product is 50mm.
68017,The width of the product is 50mm.
68018,The height of the product is 3.14 inches or 8 centimeters.
68019,The width of the product is 3.14 inches or 8 centimeters.
68020,The depth of the product is 2.04 inches or 5.2 centimeters.
68021,The width of the product is 2.04 inches or 5.2 centimeters.
68022,The height of the product is 45 cm.
68023,The width of the product is 115mm.
68024,The depth of the product is 115mm.
68025,The volume of the product is 60 milliliters.
68026,The height of the product is 9.50 cm.
68027,The depth of the product is 9.50 cm.
68028,The width of the product is 30cm.
68029,The product is 30 cm tall.
68030,The depth of the product in the image is 30 cm.
68031,The depth of the product is 24 cm.
68032,The product's item weight is 1100g.
68033,The width of the product is 12 inches.
68034,The depth of the product is 13cm (5.11 inches).
68035,The width of the product is 21cm.
68036,The depth of the product is 25 cm.
68037,The width of the product is 32 cm.
68038,The height of the product is 25 cm.
68039,The height of the product is 69 cm.
68040,The product has a height of 7.5 cm.
68041,The product is 7.5 cm deep.
68042,The product has a height of 9.5 cm.
68043,The width of the product is 16 cm.
68044,The product's item weight is not explicitly indicated in the image.
68045,The product is 16 inches wide.
68046,The product is 16 inches tall.
68047,The product is 6.6 feet tall.
68048,The depth of the product is 3.3 feet or 100 centimeters.
68049,The width of the product is 12.2 inches.
68050,The height of the product is 55.1 inches.
68051,The depth of the product is 12.2 inches.
68052,The width of the product is 45 inches or 115 centimeters.
68053,"The depth of the product is 45 inches, which is equal to 115 centimeters."
68054,"The product has a capacity of 15,000 BTUs."
68055,The voltage rating of the product is 120 volts.
68056,The product is a gallon (128 fluid ounces).
68057,The product's item weight is 450 grams.
68058,The product has a height of 163 cm.
68059,The height of the product is 19.5 inches.
68060,The depth of the product is 8 cm.
68061,The width of the product is 59 inches.
68062,The width of the product is 12.4 inches or 31.5 centimeters.
68063,The product's item weight is not explicitly indicated in the image.
68064,"The width of the product is 30 cm, which is approximately 11.81 inches."
68065,"The depth of the product is 30 cm, which is approximately 11.81 inches."
68066,The product is 30 cm tall.
68067,The depth of the product is 90mm (3.54 inches).
68068,The height of the product is 60mm.
68069,The product has a height of 15 cm (5.9 inches).
68070,The depth of the product is 36 cm.
68071,The product is 36cm tall.
68072,"The width of the product on the left is 4.5 cm, and the width of the product on the right is 5.0 cm."
68073,"The depth of the product on the left is 4.5 cm, and the depth of the product on the right is 5.0 cm."
68074,The product's item weight is 7.3 kg.
68075,"The image shows a list of accessories with their respective weights. Here is the list:

1. M5 * 4 screws (4 pieces)
2. M5 * 4 washers (4 pieces)
3. M4 * 4 screws (4 pieces)
4. M4 * 4 washers (4 pieces)
5. M6 * 4 screws (4 pieces)
6. M6 * 4 washers (4 pieces)
7. M5 * 4 screws (4 pieces)
8. M5 * 4 washers (4 pieces)
9. M6 * 12 screws (12 pieces)
10. M6 * 12 washers (12 pieces)

The total weight of the accessories is approximately 100 grams."
68076,The image shows a list of accessories with various sizes and types of screws and washers. There is no label indicating a maximum weight recommendation.
68077,The depth of the product is 1.77 inches.
68078,The width of the product is 1.77 inches.
68079,The product has a height of 28 cm.
68080,The depth of the product is 28 cm.
68081,The product's item weight is 1.36 kg.
68082,The product's item weight is 0.63oz.
68083,The height of the product is 5.75 inches.
68084,The depth of the product is 2.5 inches.
68085,The product has a height of 11.6 inches.
68086,The depth of the product is 11.6 inches.
68087,The width of the product is 60 cm.
68088,The height of the product is 30 cm.
68089,The width of the product is 1.06 inches.
68090,The product's item weight is 5.6 lbs.
68091,The product is 134 cm (53 inches) tall.
68092,The product is 134 cm (53 inches) tall.
68093,The product is 134 cm (53 inches) tall.
68094,"The height of the product is 41 cm, which is approximately 16.1 inches."
68095,The width of the product is 4 inches.
68096,The width of the product is 30 cm.
68097,The width of the product is 6.4 cm.
68098,The maximum weight recommendation is 100 pounds.
68099,The depth of the product is 2.4 inches or 6.0 centimeters.
68100,The height of the product is 5.5 inches or 14.0 cm.
68101,The product has a height of 90 cm.
68102,"The heights of the products are as follows:

1. Baseball player holding a bat: 0.9 inches (2.4 cm)
2. Baseball player running: 1.1 inches (2.9 cm)
3. Baseball player throwing a ball: 3.4 inches (8.6 cm)
4. Baseball player catching a ball: 1.2 inches (3 cm)
5. Baseball player pitching a ball: 1.1 inches (2.7 cm)
6. Baseball player wearing a cap: 3.2 inches (8.1 cm)
7. Baseball player throwing a ball: 3.2 inches (8.2 cm)
8. Baseball player catching a ball: 3.7 inches (9.3 cm)

These measurements are in inches and centimeters."
68103,The depth of the product is 8.8 cm.
68104,The width of the product is 11.8 cm.
68105,The product's item weight is 16 ounces or 454 grams.
68106,The height of the product is 47 cm.
68107,The height of the product is 10.60 cm (4.17 inches).
68108,The product's item weight is 8 oz (226g).
68109,The width of the product is 33cm.
68110,The product's item weight is 4 oz.
68111,The height of the product is 170 mm.
68112,"The depth of the product is 30 inches, which is approximately 76.2 centimeters."
68113,The width of the product is 30 inches (76.2 cm).
68114,The height of the product is 20 cm.
68115,The depth of the product is 10 cm.
68116,The width of the product is 20cm.
68117,The weight of the bath bomb is 220 grams.
68118,The height of the product is 9.45 inches.
68119,"The product is a Makita battery, which is a 18V battery."
68120,The voltage rating of the product is 18V.
68121,The product has a height of 30 cm.
68122,The depth of the product is 6 cm.
68123,The product has a height of 6 cm.
68124,The product's item weight is 400 lbs.
68125,The maximum weight recommendation is 400 lbs per tier.
68126,The product has a height of 3.6 inches.
68127,The voltage rating of the product is 36V.
68128,The product width is 1.25 inches.
68129,The product is 1.25 inches tall.
68130,The depth of the product is 1.25 inches.
68131,The height of the product is 14.5 inches.
68132,The depth of the product is 11 cm (4.33 inches).
68133,The width of the product is 17.5 cm (6.88 inches).
68134,The height of the product is 75 cm (29.5 inches).
68135,The height of the product is 84 cm.
68136,The product has a height of 5.5 inches (14 cm).
68137,The depth of the product is 2.8 inches or 7 cm.
68138,The width of the product is 63 inches.
68139,The voltage rating of the product is 1100W.
68140,The width of the product is 20.5 cm (8.1 inches).
68141,The product has a height of 22 cm (8.66 inches).
68142,The depth of the product is 7 cm (2.75 inches).
68143,The width of the product is 7cm (2.75 inches).
68144,The product's item weight is 12.7 oz (380g).
68145,The depth of the product is 150 cm.
68146,The width of the product is 39.3 inches or 100 centimeters.
68147,The height of the product is 59.0 inches.
68148,The product has a height of 19.5 cm.
68149,The product is 14 cm deep.
68150,The height of the product is 14 cm.
68151,The depth of the product is 9.5 cm or 3.74 inches.
68152,The width of the product is 9.8 cm or 3.86 inches.
68153,The maximum weight recommendation is 300 lbs.
68154,The height of the product is 39.37 inches.
68155,"The product illustration does not provide specific information about the voltage rating. However, it does mention that the product is suitable for external and internal use, which implies that it can be used in various settings, including cars, motorcycles, and other vehicles."
68156,The wattage of the product is not explicitly mentioned in the given information.
68157,The product's item weight is not explicitly indicated in the image.
68158,The product being held by the girl is 20 cm tall.
68159,The product being held by the girl is a cat-shaped cushion. The dimensions of the cushion are 20 cm in height.
68160,The width of the product is 20 cm.
68161,The width of the product is 9 cm.
68162,The height of the product is 9 cm.
68163,The depth of the product is 9 cm.
68164,The depth of the product is 2.8 cm.
68165,The product has a width of 2.8cm.
68166,The maximum weight recommendation is 1.5 Tons.
68167,The depth of the product is 23cm.
68168,The width of the product is 23cm.
68169,The maximum weight recommendation is 220 lbs.
68170,The height of the product is 3.54 inches.
68171,The depth of the product is 105 mm.
68172,The width of the product is 219 mm.
68173,The height of the product is 23.6 inches.
68174,The product's item weight is not explicitly indicated in the image.
68175,The width of the product is 9.8 inches.
68176,The depth of the product is 9.8 inches.
68177,The wattage of the product is 1500 watts.
68178,The voltage rating of the product is 240V.
68179,The depth of the product in the image is 40mm.
68180,The width of the product in the image is 16mm.
68181,The depth of the product is 141mm.
68182,The width of the product is 60mm or 2.36 inches.
68183,The product's item weight is 14.3 lb.
68184,The maximum weight recommendation is 600LB.
68185,The product is a bottle of 4 ounces (118 milliliters).
68186,The depth of the product is 1.
68187,The width of the product is 34 cm.
68188,"The height of the product is 117 cm, which is approximately 46.1 inches."
68189,The product has a height of 14.44 inches (367mm).
68190,The product has a height of 8.26 inches or 21 centimeters.
68191,The width of the product is 6 inches.
68192,The voltage rating of the product is 12V (9-14.4V).
68193,The depth of the product is 7.5 feet.
68194,The product has a height of 7.5 feet.
68195,"The product is a tube of mascara. The tube is cylindrical and has a width of approximately 2 cm (0.79 inches) and a height of approximately 3 cm (1.18 inches). The volume of the product can be calculated as follows:

Volume = Width × Height
Volume = 2 cm × 3 cm
Volume = 6 cm³ (0.06 cubic centimeters)

Therefore, the volume of the product is 6 cm³."
68196,The height of the product is 4.5 cm.
68197,The height of the product is 193 cm (76 inches).
68198,The product has a height of 13 cm (5.1 inches).
68199,The width of the product is 13cm (5.1 inches).
68200,The wattage of the product is 1000 watts.
68201,The product's item weight is not explicitly indicated in the image.
68202,The product in the image is a square LED chip with a height of 40mm.
68203,"The product in the picture appears to be a rectangular LED chip with a metal backing. The depth of the product can be described as ""depth of 2mm."""
68204,7cm
68205,The depth of the product is 38cm.
68206,The product has a height of 38 cm.
68207,The product's item weight is 11 fl oz (330 mL).
68208,The volume of the product is 330 mL.
68209,"The height of the product is 262mm, which is approximately 10.31 inches."
68210,The height of the product is 24 inches.
68211,The depth of the product is 4/8 inches.
68212,The product has a height of 13 inches.
68213,The depth of the product is 8.5 cm (3.4 inches).
68214,The width of the product is 8.5 cm (3.4 inches).
68215,The product has a height of approximately 11.5 cm.
68216,The wattage of the product is 1000 watts.
68217,The product's item weight is 1000W.
68218,The depth of the product is 7cm.
68219,The height of the product is 34 inches.
68220,The width of the product is 21 inches.
68221,The height of the product is 26.5 inches.
68222,The product has a height of 153.5mm.
68223,The product's item weight is 1.6 kg.
68224,The maximum weight recommendation is 20.3 kg.
68225,The width of the product is 3.25 inches.
68226,The height of the product is 7 inches.
68227,The depth of the product is 3.25 inches.
68228,The width of the product is 0.7 inches or 17 millimeters.
68229,The depth of the product is 0.2 inch or 0.5 cm.
68230,The width of the product is 12 inches.
68231,The width of the product is 1.57 inches.
68232,The depth of the product is 1.18 inches.
68233,The height of the product is 1.18 inches.
68234,The depth of the product is 14 cm.
68235,The height of the product is 25 cm.
68236,"The depth of the product is 5.5 cm, which is equivalent to 2.16 inches."
68237,The product information in the image indicates the weight of the wallet as 0.1 kg.
68238,The maximum weight recommendation for the carabiner is 10 pounds (4.5 kilograms).
68239,The product has a depth of 570mm.
68240,The product is 24 cm tall.
68241,The depth of the product is 8 cm.
68242,The product's item weight is 5 oz (142g).
68243,The height of the product is 5 feet 4 inches tall.
68244,The depth of the product is 4 inches.
68245,The depth of the product is 20cm (7.8 inches).
68246,The width of the product is 20cm.
68247,The product has a height of 600mm.
68248,The depth of the product is 600mm.
68249,The product is 68.50 inches tall.
68250,The width of the product is 9.84 inches.
68251,The width of the product is 0.8 cm or 0.3 inches.
68252,"The height of the product is 29.3 cm, which is approximately 11.53 inches."
68253,The height of the product is 43.18 cm to 45.72 cm.
68254,The product's item weight is 6 liters.
68255,The product's item weight is not explicitly indicated in the image.
68256,The depth of the product is 7.87 inches or 20 cm.
68257,The width of the product is 32mm.
68258,The maximum weight recommendation is 33 lbs/15 kg.
68259,The product has a height of 39.4 inches.
68260,The maximum weight recommendation is 130 pounds.
68261,The product has a height of 17 cm (6.69 inches).
68262,The height of the product is 92mm.
68263,The width of the product is 0.7 inches or 2 cm.
68264,The height of the product is 205 cm.
68265,The item weight is 10.0 pounds.
68266,The width of the product is 6 cm (2.4 inches).
68267,The depth of the product is 6 cm (2.4 inches).
68268,The height of the product is 6 cm.
68269,The depth of the product is 180 cm (72 inches).
68270,The width of the product in the image is 180cm (72 inches).
68271,The width of the product is 10.5cm (4.1 inches).
68272,The depth of the product is 10.5 cm / 4.1 inches.
68273,The depth of the product is 14 inches.
68274,The width of the product is 37.25 inches.
68275,The product's item weight is 7.16 oz.
68276,The depth of the product is 9.75 inches.
68277,The width of the product is 9.75 inches.
68278,The product is a 16-ounce (473 milliliter) bottle.
68279,The height of the product is 8.7 inches (22 cm).
68280,The height of the product in the image is 6 cm.
68281,The maximum weight recommendation in the image is 9 N.
68282,"The height of the product is 75cm, which is approximately 29.5 inches."
68283,The product's item weight is 24 oz (1 lb 8 oz).
68284,The height of the product is 5.9 inches (15 cm).
68285,The depth of the product is 5 inches.
68286,The width of the product is 5 inches.
68287,The width of the product is 9.8 inches.
68288,"The product can be folded, and its dimensions are as follows:

- Height: 9.8 inches
- Width: 6.7 inches
- Depth: 3.8 inches

The product can be folded into a compact size, with the height being the most significant dimension."
68289,The maximum weight recommendation is 150 lbs.
68290,The depth of the product is 65 cm (25.59 inches).
68291,The wattage of the product is 500W.
68292,The product's item weight is 500W.
68293,The maximum weight recommendation is up to 30 lbs.
68294,The width of the product is 24cm.
68295,The product has a height of 30 cm.
68296,The depth of the product is 40 cm (15.7 inches).
68297,The width of the product is 40 cm (15.7 inches).
68298,The height of the product is 2.5 feet.
68299,The width of the product is 17 cm (6.7 inches).
68300,The adjustable stand is 78.7 inches tall.
68301,"The adjustable stand is 78.7 inches tall, 31.4 inches wide, and 26.7 inches deep."
68302,The width of the product is 19.5 inches.
68303,The height of the product is 7 cm.
68304,The width of the product is 4.5CM.
68305,The depth of the product is 4.5CM.
68306,The width of the product is 118 inches.
68307,The depth of the product is 118 inches.
68308,The product is 40 cm (15.74 inches) tall.
68309,The product has a width of 25 cm (9.8 inches).
68310,"The product is a can of Rockstar Energy Drink. The visible dimensions of the can are as follows:

- Width: 4.73 inches
- Depth: 2.88 inches
- Height: 2.88 inches

To determine the volume of the can, we can use the formula for the volume of a rectangular prism:

\[ \text{Volume} = \text{Width} \times \text{Depth} \times \text{Height} \]

Plugging in the given dimensions:

\[ \text{Volume} = 4.73 \, \text{inches} \times 2.88 \, \text{inches} \times 2.88 \, \text{inches} \]

\[ \text{Volume} = 25.6 \, \text{cubic inches} \]

Therefore, the volume of the Rockstar Energy Drink can is 25.6 cubic inches."
68311,The height of the product in the image is 10 cm.
68312,The width of the product in the image is 10 cm.
68313,The depth of the product is 10 cm.
68314,The width of the product is 4.7 inches.
68315,The product has a height of 7 inches.
68316,The depth of the product is 8 inches.
68317,The width of the product is 8 inches.
68318,The height of the product is 1.5 cm or 0.6 inches.
68319,The depth of the product is 18.8 inches or 48 cm.
68320,The width of the product is 11 inches or 28 centimeters.
68321,"The depth of the product is 4.00""."
68322,The width of the product is 2.25 inches.
68323,The product's item weight is 4.8 kg.
68324,The product's item weight is 30 lbs.
68325,The product in the picture is a water filter cartridge. The height of the product is 20 inches.
68326,"The depth of the product on the left is 4.5 inches, and the depth of the product on the right is also 4.5 inches."
68327,The width of the product is 7.8 inches (20 cm).
68328,The product has a height of 110mm.
68329,The voltage rating of the product is 15 Amps.
68330,The product has a 15 Amp motor.
68331,The voltage rating of the product is 12V.
68332,"The product is a car heating cup, which is powered by a DC 12V cigarette lighter plug power source."
68333,The depth of the product is 3.54 inches (9 cm).
68334,The width of the product is 3.54 inches or 9 cm.
68335,"The product in the image is a roll of faux fur trim. The total length of the roll is 58.95 inches (150 cm), and the width is 3.54 inches (9 cm)."
68336,The width of the product is 30.7 inches.
68337,The height of the product is 19.7 inches.
68338,The width of the product in the image is 6 inches or 15.24 centimeters.
68339,The height of the product in the image is 6 inches (15.24 cm) for both sizes.
68340,The width of the product is 20 inches.
68341,"The depth of the product is 0.4 cm, which is equivalent to 0.1 inch."
68342,"The width of the product is 2 inches (2"")."
68343,The product has a height of 18 cm.
68344,The height of the product is 19.7 inches.
68345,The width of the product is 19.7 inches.
68346,The product has a height of 108 mm.
68347,The depth of the product is 7 cm.
68348,The product has a width of 14 cm.
68349,The height of the product is 15 cm.
68350,The volume of the product is 120 mL.
68351,The depth of the product is 7 inches.
68352,The product is 7 inches tall.
68353,The width of the product is 7 inches.
68354,The product has a width of 32mm.
68355,The depth of the product is 32mm.
68356,The height of the product is 3.5 inches (8.8 cm).
68357,The height of the product is 24.0 inches.
68358,The height of the product is 15 cm (5.9 inches).
68359,The product is 4.25 inches tall.
68360,The depth of the product is 3.14 inches or 8 cm.
68361,The depth of the product is 35 cm.
68362,The width of the product is 35 cm.
68363,The golf club in the image is a junior golf club. The weight of the club is not explicitly indicated in the image.
68364,The product in the picture is 17 cm tall.
68365,The width of the product is 17 cm.
68366,The depth of the product is 17 cm.
68367,The width of the product is 20 cm.
68368,The height of the product is 13 cm.
68369,The depth of the product is 13 cm.
68370,The depth of the product is 22 cm.
68371,The width of the product is 22 cm.
68372,The width of the product is 66cm.
68373,The product has a height of 10.00 cm.
68374,The height of the product is 24mm.
68375,The product is 24mm deep.
68376,The height of the product is 28cm.
68377,The width of the product is 600mm.
68378,"The width of the product is 13 1/2""."
68379,"The height of the product is 13 1/2""."
