index,generated_output
51877,The depth of the product is 350mm.
51878,The width of the product is 12 inches or 30 centimeters.
51879,The depth of the product is 8 inches or 20 centimeters.
51880,The depth of the product is 20cm (7.9 inches).
51881,"The golf club in the image is a driver. The weight of a driver can vary depending on the specific model and manufacturer. However, for a standard driver, the weight can range from 300 to 400 grams (10 to 14 ounces)."
51882,The width of the product is 6cm or 2.36 inches.
51883,The product is 7.9 inches tall.
51884,The depth of the product is 7.9 inches.
51885,The height of the product is 31.50 inches.
51886,"The height of the product is 3.5 cm (1.4 inches) for the 6-inch size, 3.5 cm (1.4 inches) for the 8-inch size, and 3.5 cm (1.4 inches) for the 10-inch size."
51887,The depth of the product is 24.5 cm.
51888,The height of the product is 26 cm.
51889,The depth of the product is 26 cm.
51890,The width of the product is 24 cm.
51891,The product's item weight is 128GB.
51892,The depth of the product is 5.2 cm.
51893,The height of the product is 5.2 cm.
51894,The depth of the product is 10.2 inches or 26 centimeters.
51895,The height of the product is 6.69 inches.
51896,The depth of the product is 7.87 inches.
51897,The width of the product is 7.87 inches.
51898,The product's item weight is 10 oz.
51899,The height of the product is 21 cm.
51900,The depth of the product is 21 cm.
51901,The width of the product is 19cm or 7.5 inches.
51902,The height of the product is 19cm or 7.5 inches.
51903,The depth of the product is 19cm.
51904,The product has a height of 29 cm.
51905,The product has a height of 24 cm (9.4 inches) and 34 cm (13.4 inches).
51906,The width of the product is 60 cm (23.6 inches).
51907,The height of the product is 18 cm.
51908,The product's item weight is 175 grams.
51909,The depth of the product is 11 cm.
51910,The product is 21 cm tall.
51911,The depth of the product is 100mm.
51912,The product is 100mm in height.
51913,The product is 100mm wide.
51914,The product's item weight is 3 pounds (3 lb).
51915,The product size is 25cm/9.8 inches.
51916,The product is 25cm tall.
51917,The product size is 25cm/9.8 inches.
51918,The product has a height of 45 cm.
51919,The depth of the product is 45CM.
51920,The width of the product is 11.8 inches or 30 centimeters.
51921,The depth of the product is 8.6 inches or 22 cm.
51922,The height of the product is 60 inches.
51923,The electricity use of the product is 55 watts.
51924,The voltage rating of the product is 120V.
51925,The product's item weight is not explicitly indicated in the image.
51926,The product's item weight is not explicitly indicated in the image.
51927,The width of the product is 45mm.
51928,The height of the product is 15mm.
51929,The product's item weight is not explicitly indicated in the image.
51930,The maximum weight recommendation is 2000 lb (900 kg).
51931,The depth of the product is 8.7 inches.
51932,The width of the product is 8.7 inches.
51933,The width of the product is 4.2 inches.
51934,The product has a height of 6 inches.
51935,The height of the product is 10 cm.
51936,The depth of the product is 34CM.
51937,The height of the product is 7.5 cm.
51938,"The product in the image appears to be a battery charger. The label on the charger indicates that it can charge AA batteries. The weight of the batteries is not explicitly mentioned in the image, but it is important to note that the charger is designed to charge batteries, not to measure their weight."
51939,The product's item weight is 14 oz.
51940,"To determine the volume of the product, we need to calculate the volume of the box and the individual bottles, and then sum them up.

1. **Box Volume:**
   - The box is 12 bottles deep.
   - Each bottle is 14 ounces.
   - Therefore, the volume of the box is:
     \[
     12 \text{ bottles} \times 14 \text{ ounces/bottle} = 168 \text{ ounces}
     \]

2. **Individual Bottle Volume:**
   - Each bottle is 14 ounces.
   - There are 12 bottles in the box.
   - Therefore, the volume of each bottle is:
     \[
     12 \text{ bottles} \times 14 \text{ ounces/bottle} = 168 \text{ ounces}
     \]

3. **Total Volume:**
   - The total volume of the product is the sum of the volume of the box and the volume of the individual bottles.
   - Therefore, the total volume is:
     \[
     168 \text{ ounces (box)} + 168 \text{ ounces (bottles)} = 336 \text{ ounces}
     \]

So, the volume of the product is 336 ounces."
51941,The width of the product is 5.3 inches or 13.5 centimeters.
51942,The product has a power output of 1100 watts.
51943,The voltage rating of the product is 1100 Watts.
51944,The depth of the product is 4.52 inches (11.5 cm).
51945,The height of the product is 4.52 inches or 11.5 cm.
51946,The product has a height of 20 cm.
51947,The depth of the product is 20cm.
51948,The width of the product is 70cm.
51949,"The depth of the product is 13cm/5.12""."
51950,The product is 25 cm tall.
51951,The depth of the product is 60cm.
51952,The width of the product is 60cm.
51953,The width of the product is 15 cm.
51954,The depth of the product is 1.77 inches.
51955,The width of the product is 4.83 inches.
51956,The height of the product is 10.25 inches.
51957,The product size is 13 inches by 72 inches.
51958,The maximum weight recommendation is 220 lbs.
51959,The depth of the product is 72cm to 122cm.
51960,The product has a width of 72cm to 122cm.
51961,The width of the product is 11.5 cm.
51962,The height of the product is 9 cm (3.5 inches).
51963,The width of the product is 21 inches.
51964,The height of the product is 20 inches.
51965,The product's item weight is 340g.
51966,The height of the product is 23 inches.
51967,The width of the product is 10cm.
51968,The depth of the product is 9 cm.
51969,The height of the product is 9.5 cm.
51970,The depth of the product is 8mm.
51971,The width of the product is 59.5 cm.
51972,The width of the product is 32 inches.
51973,The depth of the product is 32 inches.
51974,"To determine the volume of the product, we need to consider the dimensions of the bottle and the box. The bottle is a cylindrical shape, and the box is rectangular.

1. **Volume of the Bottle:**
   - The bottle is 5.8 inches tall.
   - The width and depth are not explicitly given, but we can estimate them based on the visible dimensions.
   - The bottle appears to be about 2 inches wide and 1.5 inches deep.

2. **Volume of the Box:**
   - The box is 12 inches wide.
   - The height is not explicitly given, but we can estimate it based on the visible dimensions.
   - The box appears to be about 1.5 inches high.

To calculate the volume of the bottle, we can use the formula for the volume of a cylinder:
\[ \text{Volume} = \pi r^2 h \]
where \( r \) is the radius and \( h \) is the height.

Given the bottle is 2 inches wide and 1.5 inches deep, we can calculate the radius:
\[ r = \frac{1.5}{2} = 0.75 \text{ inches} \]

Now, we can calculate the volume of the bottle:
\[ \text{Volume} = \pi (0.75)^2 \times 1.5 \approx 0.987 \text{ cubic inches} \]

Since the box is 12 inches wide, we can calculate the volume of the box by multiplying its width by its height:
\[ \text{Volume} = 12 \times 1.5 \approx 18 \text{ cubic inches} \]

Therefore, the volume of the product is approximately 0.987 cubic inches for the bottle and 18 cubic inches for the box."
51975,The width of the product is 7.2 cm (2.83 inches).
51976,The width of the product is 45 cm.
51977,The height of the product is 81 cm (31.9 inches).
51978,The width of the product is 11.8 inches or 30 centimeters.
51979,The product has a power rating of 2400W.
51980,The product's item weight is not explicitly indicated in the image.
51981,The voltage rating of the product is 240V-2800W.
51982,The width of the product is 23mm.
51983,"The depth of the product is 34 cm, which is approximately 13.4 inches."
51984,The width of the product is 58 cm.
51985,The height of the product is 74 cm.
51986,The product's item weight is not explicitly indicated in the image.
51987,The width of the product is 31.05 inches.
51988,The depth of the product is 2.63 inches (6.7 cm).
51989,The width of the product is 4.44 inches (11.3 cm).
51990,The depth of the product is 2 cm (0.78 inches).
51991,The width of the product is 22 cm (8.66 inches).
51992,The width of the product is 158 cm (62.2 inches).
51993,The product's net weight is 14.25 ounces (403 grams).
51994,The depth of the product is 95.2mm (3.75 inches).
51995,The height of the product is 95.2mm.
51996,The depth of the product is 320 mm.
51997,The width of the product is 320 mm.
51998,The product size is 6cm in depth.
51999,The width of the product is 5 cm.
52000,The depth of the product is 5 cm.
52001,The depth of the product is 7.8 inches (20 cm).
52002,The product is 7.8 inches tall.
52003,The product has a height of 27 cm.
52004,The voltage rating of the product is 220V AC.
52005,The wattage of the product is 44 watts.
52006,"The product is fully extended for playing, which means the length of the product is 37 inches."
52007,"The product is fully extended, measuring 37 inches in length."
52008,The width of the product is 85 cm (33.5').
52009,The product has a height of 80 cm.
52010,The width of the product is 15 cm or 5.90 inches.
52011,The product illustration mentions the voltage rating as 10000mAh.
52012,The height of the product is 82.3 inches.
52013,The product is 18 cm tall.
52014,The width of the product is 13cm (5.12 inches).
52015,The depth of the product is 18 cm (7.09 inches).
52016,The depth of the product is 23 cm.
52017,The height of the product is 37.7 cm.
52018,The height of the product is 15 cm.
52019,The depth of the product is 15 cm.
52020,The width of the product is 14 inches.
52021,The depth of the product is 14 inches.
52022,The height of the product is 14 inches.
52023,"The voltage rating of the product is 2,238 Watts."
52024,"The product has a wattage of 2,238 watts."
52025,The width of the product is 29 mm.
52026,The depth of the product is 29 mm.
52027,The product's item weight is 5 ounces (142 grams).
52028,The width of the product is 2.80 inches (71mm).
52029,The depth of the product is 19.1 cm (7.5 inches).
52030,The height of the product is 25cm or 9.85 inches.
52031,The depth of the product is 1.57 inches / 4.00 cm.
52032,The product's item weight is 30g.
52033,The width of the product is 3 cm (1.2 inches) at the top and 9 cm (3.5 inches) at the bottom.
52034,The product has a height of 63.5 mm.
52035,The height of the product is 75 cm.
52036,The product has a height of 13.5 cm (5.3 inches).
52037,"The depth of the product is 13.5 cm, which is approximately 5.3 inches."
52038,The depth of the product in the image is 9 cm.
52039,The width of the product is 9 cm.
52040,The height of the product is 9 cm.
52041,The height of the product is 33.5 inches or 85 centimeters.
52042,The height of the product is 3 inches.
52043,The depth of the product is 59mm.
52044,The width of the product is 1.6 inches or 4.0 centimeters.
52045,The height of the product is 3.9 inches or 10.0 centimeters.
52046,The width of the product is 9.5 cm.
52047,The depth of the product is 93 mm.
52048,The product has a height of 93mm.
52049,The depth of the product in the image is 6 inches.
52050,The height of the product in the image is 6 inches.
52051,The width of the product in the image is 6 inches.
52052,The height of the product is 25 inches.
52053,The height of the product is 30.5 cm.
52054,The depth of the product is 18 cm.
52055,The width of the product is 18 cm.
52056,The depth of the product is 16 cm (6.3 inches).
52057,The height of the product is 15 cm.
52058,The product has a width of 4 inches.
52059,The height of the product is 3.42 inches.
52060,The item weight is 0.35 oz.
52061,The product is 37.8 inches tall.
52062,The product has a width of 37.8 inches (96 cm) and 33.1 inches (84 cm).
52063,The product's item weight is not explicitly indicated in the image.
52064,The product illustration mentions the maximum flow rate as 100 GPH (450 L/H) and the maximum lift height as up to 4 feet. There is no mention of the voltage rating in the image.
52065,The width of the product is 50 cm or 19.7 inches.
52066,The depth of the product is 7.5 cm.
52067,The width of the product is 16CM.
52068,The width of the product is 22.44 inches.
52069,The width of the product is 59.17 inches.
52070,The width of the product is 19.7 inches.
52071,The product has a height of 31.5 cm.
52072,The product has a height of 14.5 cm.
52073,The voltage rating of the product is 125V.
52074,The product is a 15 amp fuse.
52075,The product's item weight is not explicitly indicated in the image.
52076,The depth of the product is 175 mm.
52077,The width of the product is 44cm.
52078,The product has a height of 19 cm.
52079,The width of the product is 19 cm.
52080,The depth of the product is 19 cm.
52081,The product has a height of 17 cm.
52082,The width of the product is 33 cm.
52083,The product has a height of 28.3 cm (11.1 inches).
52084,The width of the product is 16 inches.
52085,The height of the product is 28 inches.
52086,The width of the product is 90 cm (35.4 inches).
52087,The depth of the product is 70 cm.
52088,The width of the product is 15.4 inches.
52089,The width of the product is 35CM.
52090,The height of the product is 35 cm (13.8 inches).
52091,The height of the product is 71 cm.
52092,The height of the product is 172MM.
52093,The width of the product is 31.5 inches.
52094,The depth of the product is 24 cm.
52095,The height of the product is 54 cm.
52096,The product has a height of 3.7 inches.
52097,The depth of the product is 2.4 inches.
52098,The width of the product is 2.4 inches.
52099,The width of the product is 3 inches or 75 millimeters.
52100,The depth of the product is 3.4 inches or 85 millimeters.
52101,The depth of the product is 2.16 inches or 5.5 cm.
52102,The width of the product is 1.97 inches or 5 cm.
52103,The depth of the product is 5 cm.
52104,The product has a height of 5 cm.
52105,The product has a height of 2.5 cm (1 inch).
52106,The width of the product is 2.2 inches or 5.5 cm.
52107,The height of the product is 2.4 inches or 6.0 centimeters.
52108,The depth of the product is 2.2 inches or 5.5 cm.
52109,The voltage rating of the product is 1.5V.
52110,The height of the product is 98MM.
52111,The width of the product is 3.3 inches.
52112,The depth of the product is 3.3 inches.
52113,The product is 21 cm tall.
52114,The voltage rating of the product is 12V.
52115,The wattage of the product is 1.80A.
52116,"The product is a string light with a total of 349 LED lights. The wattage of the product can be calculated by dividing the total number of LED lights by the number of LED lights per watt. 

349 LED lights / 25 LED lights per watt = 14.36 watts

Therefore, the wattage of the product is approximately 14.36 watts."
52117,The product's item weight is not explicitly indicated in the image.
52118,The product illustration mentions a voltage rating of 24V.
52119,The item weight is 37 lbs.
52120,The height of the product is 3.2 inches.
52121,"The product size is as follows:

- Height: 13 cm
- Width: 17 cm
- Depth: 15 cm

The dimensions are provided in centimeters."
52122,The product has a width of approximately 6.3 cm (one side).
52123,The depth of the product is 85mm.
52124,The product has a height of 270mm.
52125,The height of the product is 45 cm or 17.71 inches.
52126,"The width of the product is 45 cm, which is approximately 17.71 inches."
52127,The product is 45 cm or 17.71 inches tall.
52128,The depth of the product is 2.25 inches.
52129,The width of the product is 38cm (15 inches).
52130,The height of the product is 11 inches.
52131,The width of the product is 5.9 inches or 15 cm.
52132,The depth of the product is 5.9 inches or 15 cm.
52133,The depth of the product is 5.9 inches or 15 cm.
52134,The height of the product is 5.9 inches or 15 cm.
52135,The depth of the product is 10cm.
52136,The height of the product is 15 cm.
52137,The depth of the product is 2.67 inches.
52138,The width of the product is 13 cm or 5.1 inches.
52139,The depth of the product is 13 cm or 5.1 inches.
52140,324mm
52141,"The product is a Brother printer, and it has the following specifications:

- Print only
- Print speeds of up to 26ppm
- Compact design
- Large 250 Sheet paper tray
- Automatic 2-sided printing
- Includes 700pg* inbox toner

The wattage of the product is not explicitly mentioned in the image."
52142,"The printer in the image has the following specifications:

- Compact design
- Large 250 Sheet paper tray
- Print speeds of up to 26ppm
- Automatic 2-sided printing
- Includes 700pg* inbox toner

There is no indication of the item weight in the image."
52143,The width of the product is 11.43 cm.
52144,The width of the product is 22.8 inches or 58 centimeters.
52145,The depth of the product is 22.8 inches or 58 centimeters.
52146,The depth of the product is 8 inches.
52147,"The product illustration does not provide specific information about the voltage rating. However, it does mention that the product is suitable for use in 110V-220V."
52148,The product has a height of 100 cm (39.4 inches).
52149,The width of the product is 28 cm (11 inches).
52150,The width of the product is 3.2 inches.
52151,The product's item weight is 14.5 oz (411g).
52152,The voltage rating of the product is 18.0VDC.
52153,The height of the product is 2.7 inches.
52154,The depth of the product is 10.4 inches.
52155,The product's item weight is not explicitly indicated in the image.
52156,The depth of the product is 4 inches.
52157,The width of the product is 4 inches.
52158,The width of the product is 18 inches.
52159,The depth of the product is 18 inches.
52160,The height of the product is 18 inches.
52161,The width of the product is 15.9 inches.
52162,The height of the product is 9.8 inches.
52163,The width of the product is 51cm.
52164,The product has a height of 90 cm.
52165,The height of the product is 16.53 inches.
52166,The maximum weight recommendation is 100 kg.
52167,The width of the product is 4 inches.
52168,The width of the product is 122 cm or 48.03 inches.
52169,The depth of the product is 9-7/8 inches.
52170,The height of the product is 9-7/8 inches.
52171,The width of the product is 8.3 inches.
52172,The depth of the product is 1.8 inches.
52173,The height of the product is 18cm (7 inches).
52174,The width of the product is 31 cm.
52175,The depth of the product is 31 cm.
52176,The height of the product is 31 cm.
52177,The height of the product is 20 cm.
52178,The item weight is 44.0 pounds.
52179,The height of the product is 38 cm.
52180,The product's item weight is 3.25 oz (92.1 g).
52181,The height of the product is 6.54 cm.
52182,The width of the product is 6.54 cm.
52183,The depth of the product is 6.54 cm.
52184,The product's item weight is 16.5 oz (468 g).
52185,The height of the product is 17.75 inches.
52186,The power supply unit (PSU) in the image has a weight of 850 watts.
52187,The power supply has a label indicating it is a 850 watt power supply.
52188,The height of the product is 72MM.
52189,The width of the product is 56 cm.
52190,The height of the product is 5 cm.
52191,The product is a 100 LED globe string lights. The wattage of the product is not explicitly stated in the image.
52192,The voltage rating of the product is 12V.
52193,The product's item weight is 49 ft.
52194,The product has a height of 5.1 inches or 13.0 centimeters.
52195,The depth of the product is 3.1 inches or 8.0 centimeters.
52196,The height of the product is 14 cm or 5.51 inches.
52197,The width of the product is 17.32 inches (440 mm).
52198,"The width of the products in the image is as follows:

1. The ball-shaped toy: 6 cm (2.36 inches)
2. The bone-shaped toy: 6 cm (2.36 inches)
3. The dog-shaped toy: 10 cm (3.93 inches)
4. The ring-shaped toy: 7 cm (2.75 inches)"
52199,The depth of the product is 3.28 feet.
52200,The height of the product is 8.2 feet.
52201,The width of the product is 8.2 feet.
52202,The height of the product is 7.9 inches.
52203,"To determine the volume of the product, we need to consider the dimensions of the container and any visible dimensions on the label. The label indicates that the product is ""Ready to Use"" and that the net contents are 32 ounces.

From the visible dimensions on the label:
- Width: 3 inches
- Depth: 3 inches
- Height: 3 inches

The volume of a rectangular prism (which is the shape of the container) can be calculated using the formula:
\[ \text{Volume} = \text{Width} \times \text{Depth} \times \text{Height} \]

Substituting the given dimensions:
\[ \text{Volume} = 3 \, \text{inches} \times 3 \, \text{inches} \times 3 \, \text{inches} \]
\[ \text{Volume} = 27 \, \text{cubic inches} \]

Therefore, the volume of the product is 27 cubic inches."
52204,The height of the product is 31.5 cm.
52205,The depth of the product is 31.5 cm.
52206,The depth of the product is 5.9 inches (15 cm).
52207,The height of the product is 5.9 inches.
52208,The depth of the product is 10.24 inches.
52209,The height of the product is 14.57 inches.
52210,The table measures 80 cm wide when closed and 80 cm wide when open.
52211,The table in the picture is described as having a height of 80 cm.
52212,The height of the product is 19.5 cm (7.6 inches).
52213,The product's item weight is not explicitly indicated in the image.
52214,The height of the product is 23.8 cm.
52215,The width of the product is 28cm (11 inches).
52216,The depth of the product is 30 cm.
52217,The width of the product is 30 cm.
52218,"The product illustration mentions ""10A Power with 5/8"" Metal Chuck,"" which indicates that the product has a voltage rating of 10A."
52219,The depth of the product is 10 inches.
52220,The width of the product is 10 inches.
52221,The height of the product is 60 cm (23.6 inches).
52222,The depth of the product is 3.5 cm.
52223,The height of the product is 19.4 cm.
52224,The width of the product is 3.5 cm.
52225,The height of the product is 25.4 inches.
52226,The product's item weight is 10 oz.
52227,The depth of the product is 12 inches.
52228,The product's item weight is 26 lbs.
52229,The product's item weight is not explicitly indicated in the image.
52230,The width of the product is 185mm (7.3 inches).
52231,The depth of the product is 3.5 inches or 9 cm.
52232,The height of the product is 8 inches or 20.2 cm.
52233,The depth of the product is 40.5 inches.
52234,The maximum weight recommendation is 300 lbs.
52235,The width of the product is 65cm.
52236,"The depth of the product is 65 cm, which is approximately 25.59 inches."
52237,The height of the product is 50 mm.
52238,The depth of the product is 50 mm.
52239,The height of the product is 13 cm.
52240,The width of the product is 60mm.
52241,"The height of the product is 95mm, which is 3.7 inches."
52242,The maximum weight recommendation is 100 lbs.
52243,The height of the product is 75 cm.
52244,The height of the product is 62.5 inches.
52245,The depth of the product is 62.5 inches.
52246,The height of the product is 16.6 cm.
52247,The depth of the product is 15.5 cm.
52248,The height of the product is 1.6 inches (4 cm).
52249,The depth of the product is 1.6 inches (4 cm).
52250,The width of the product is 15.7 inches.
52251,The depth of the product is 1.57 inches or 4 cm.
52252,The width of the product is 1.57 inches or 4 cm.
52253,The width of the product is 23 cm.
52254,The product's item weight is 3.5 oz (100g).
52255,The width of the product is 240 cm.
52256,The depth of the product is 240 cm.
52257,The maximum weight recommendation is 1000 lbs.
52258,The product has a height of 17 cm.
52259,The depth of the product is 17cm.
52260,The height of the product is 18.2 inches or 462 millimeters.
52261,The width of the product is 8.25 inches.
52262,The depth of the product is 2 inches.
52263,The depth of the product is 7.54 inches.
52264,The depth of the product is 8 inches.
52265,The width of the product is 10 inches.
52266,The product's item weight is 10 oz.
52267,The height of the product is 43 inches.
52268,The width of the product is 4.5 cm.
52269,The depth of the product is 4.5 cm.
52270,The height of the product is 4.5 cm.
52271,The depth of the product is 11.5 cm.
52272,The product has a height of 17.5 cm.
52273,The height of the product is 4.52 inches or 11.5 cm.
52274,The depth of the product is 4.52 inches or 11.5 cm.
52275,The product has a height of 12 cm (4.72 inches).
52276,The height of the product is 14 inches.
52277,The width of the product is 60 cm (23.6 inches).
52278,The depth of the product is 29.5 cm.
52279,The depth of the product is 15 cm.
52280,The product has a height of 45 cm.
52281,The height of the product is 19.6 inches or 50 centimeters.
52282,The maximum weight recommendation is 6 people.
52283,The product's item weight is 124g for the #5/6 model and 128g for the #7/8 model.
52284,The width of the product is 10.82 inches or 27.5 centimeters.
52285,The height of the product is 10.82 inches.
52286,The depth of the product is 11.8 inches or 30 cm.
52287,The depth of the product is 2.76 inches.
52288,The product has a height of 2.76 inches.
52289,The width of the product is 2.76 inches.
52290,The product's item weight is 7 lbs.
52291,The depth of the product is 1 inch.
52292,The product is 4.3 inches tall.
52293,The maximum weight recommendation is 45 pounds.
52294,The depth of the product is 11.8 inches or 30 centimeters.
52295,The voltage rating of the product is 21V.
52296,The height of the product is 24.6 inches.
52297,The width of the product is 26 inches.
52298,The depth of the product is 11 cm.
52299,The product has a height of 47.8 inches.
52300,The depth of the product is 2 inches.
52301,The width of the product is 3.5 inches.
52302,The depth of the product is 2 inches.
52303,The width of the product is 2 inches.
52304,"The product in the image is a toy bow and arrow set. The item weight is not explicitly indicated in the image. However, the toy bow and arrow set is designed to be lightweight and portable, suitable for children."
52305,The maximum weight recommendation is 280 lbs.
52306,The width of the product is 12 inches.
52307,The depth of the product is 8.5 inches.
52308,The width of the product is 25cm.
52309,The product's item weight is 7.9 oz.
52310,The width of the product is 9.5 cm (3.74 inches).
52311,The depth of the product is 9.5 cm (3.74 inches).
52312,The depth of the product is 8 inches (20 cm).
52313,The width of the product is 8 inches or 20 centimeters.
52314,The height of the product is 96 cm.
52315,The depth of the product is 96 cm.
52316,The camera has a weight of 18.0 grams.
52317,"The height of the product is 21.5 cm, which is approximately 8.5 inches."
52318,The depth of the product is 6.7 cm or 2.6 inches.
52319,The maximum weight recommendation in the image is 400 lbs.
52320,The width of the product is 9 cm or 3.54 inches.
52321,"The depth of the product is 9 cm, which is approximately 3.54 inches."
52322,The height of the product is approximately 9 cm or 3.54 inches.
52323,The voltage rating of the product is 3.7VDC.
52324,The wattage of the product is 35 watts.
52325,The voltage rating of the product is 120 Volts.
52326,"The energy guide label indicates the airflow as 5,695 cubic feet per minute."
52327,The wattage of the product is 650W.
52328,The product's item weight is not explicitly indicated in the image.
52329,The width of the product is 15 inches.
52330,The height of the product is 4.2 cm.
52331,The depth of the product is 4.2 cm.
52332,The product has a height of 13.5 cm.
52333,The product's item weight is 12 cubic feet.
52334,The maximum weight recommendation is 300 pounds.
52335,The width of the product is 10.8 inches or 27.5 centimeters.
52336,The depth of the product is 12.7 inches or 32.5 cm.
52337,"The depth of the product is 6 cm, which is approximately 2.36 inches."
52338,The product's item weight is not explicitly indicated in the image.
52339,"The depth of the product is 82 mm, which is 3.2 inches."
