index,generated_output
111816,The product's item weight is 16 oz.
111817,The product's item weight is 114g.
111818,The maximum weight recommendation is 440 lbs.
111819,The product's item weight is 315g.
111820,"The volume of the product can be determined by interpreting the dimensions provided in the image. 

1. The box is 3 liters in volume.
2. The bottles are 750 milliliters each.
3. The glasses are 5 ounces each.

To find the total volume, we can multiply the volume of each unit by the number of units:

- Volume of the box: 3 liters
- Volume of the bottles: 4 bottles × 750 milliliters/bottle = 3000 milliliters
- Volume of the glasses: 20 glasses × 5 ounces/glass = 100 ounces

Now, we add the volumes together:

3 liters (box) + 3000 milliliters (bottles) + 100 ounces (glasses) = 3300 milliliters + 100 ounces = 3400 milliliters

Therefore, the volume of the product is 3400 milliliters."
111821,The product's item weight is 30g.
111822,The product's net weight is 2.2 pounds (lb).
111823,The volume of the product is 8 fluid ounces (237 mL).
111824,"To determine the volume of the product, we need to calculate the volume of the package and then multiply it by the number of packages.

1. **Calculate the volume of one package:**
   - The package size is 100 mL (100 cm², 6 in²).
   - The volume of one package is \(100 \, \text{mL} \times 100 \, \text{cm}^2 = 10000 \, \text{cm}^3\).

2. **Calculate the volume of one package in liters:**
   - Since \(1 \, \text{mL} = 1 \, \text{cm}^3\), the volume of one package in liters is \(10000 \, \text{cm}^3 \div 1000 = 10 \, \text{L}\).

3. **Calculate the volume of one package in gallons:**
   - Since \(1 \, \text{L} = 0.001 \, \text{GAL}\), the volume of one package in gallons is \(10 \, \text{L} \times 0.001 = 0.01 \, \text{GAL}\).

4. **Calculate the total volume of the product:**
   - Since there are 2 packages in each pack, the total volume of the product is \(2 \times 0.01 \, \text{GAL} = 0.02 \, \text{GAL}\).

Therefore, the volume of the product is 0.02 gallons."
111825,The product's item weight is 60 grams (g).
111826,The product is a 50-foot HDMI cable.
111827,The product's item weight is 102g.
111828,The product's item weight is 0.75 lb.
111829,The maximum weight recommendation is 4-8 kg.
111830,The product's net weight is 1.3 kg.
111831,The product's item weight is 3100W.
111832,The wattage of the product is 3100W.
111833,"The maximum weight recommendation is not explicitly stated in the image. However, the product size and features suggest that it is designed for use with a smartphone, which typically weighs around 100 grams. Therefore, the maximum weight recommendation for the product is likely to be around 100 grams."
111834,The product's item weight is not explicitly indicated in the image.
111835,The maximum weight recommendation is 400 lbs.
111836,The volume of the product is 8 fluid ounces (237 mL).
111837,The maximum weight recommendation is 330 lbs.
111838,"To determine the volume of the laundry detergent bottle, we need to consider the dimensions of the bottle and the volume of the liquid inside.

1. **Height of the bottle**: The bottle is cylindrical and has a visible height of 16.0 fluid ounces (fl oz).
2. **Width and depth of the bottle**: The bottle is not fully visible, but we can estimate the width and depth based on the visible part.

Assuming the bottle is cylindrical and the visible part is approximately 2/3 of the bottle's height, we can estimate the width and depth as follows:

- **Width**: The visible part of the bottle is approximately 2/3 of the bottle's height. If the bottle is 16.0 fl oz, then the width is approximately \( \frac{2}{3} \times 16.0 \) fl oz.
- **Depth**: The visible part of the bottle is approximately 2/3 of the bottle's height. If the bottle is 16.0 fl oz, then the depth is approximately \( \frac{2}{3} \times 16.0 \) fl oz.

Let's calculate the approximate width and depth:

- **Width**: \( \frac{2}{3} \times 16.0 = 10.67 \) fl oz
- **Depth**: \( \frac{2}{3} \times 16.0 = 10.67 \) fl oz

Since the bottle is cylindrical, the volume of the liquid inside can be calculated using the formula for the volume of a cylinder:

\[ \text{Volume} = \pi r^2 h \]

where \( r \) is the radius and \( h \) is the height. However, we only have the height, so we can use the formula for the volume of a cylinder:

\[ \text{Volume} = \pi r^2 h \]

Since we don't have the radius, we can use the formula for the volume of a cylinder:

\[ \text{Volume} = \pi r^2 h \]

Assuming the bottle is cylindrical and the visible part is approximately 2/3 of the bottle's height, we can estimate the radius and then calculate the volume:

- **Radius**: If the bottle is 16.0 fl oz, then the radius is approximately \( \frac{16.0}{\pi} \approx 5.19 \) fl oz.
- **Volume**: \( \pi \times (5.19)^2 \times 16.0 \approx 115.5 \) fl oz

Therefore, the volume of the laundry detergent bottle is approximately 115.5 fl oz."
111839,The product has a voltage rating of 12V.
111840,The product has a power output of 150 watts.
111841,"The product has three pockets, each with a specific function and capacity. Here is the breakdown of the item weight based on the labels:

1. **Pocket 1**: Can hold a cellphone.
2. **Pocket 2**: Can hold a key, card, pen.
3. **Pocket 3**: Can hold a flashlight, knife, notebook, and outdoor tools.

The weight of each pocket can be estimated based on the capacity and the typical weight of items that might fit in each pocket. However, without specific measurements or weights provided in the image, it is not possible to accurately determine the weight of each pocket."
111842,"The product's item weight is not explicitly indicated in the image. However, the text ""Upgrade 140W"" suggests that the product is designed for high power usage, which could imply a higher weight. Typically, high power products like this one might have a weight of several grams to hundreds of grams."
111843,The product is rated at 140W.
111844,The voltage rating of the product is 1600MHz.
111845,The product's item weight is 0.08 oz.
111846,The product specifications indicate the net weight of the MagicRig camera cage as 201 ± 5g.
111847,The maximum weight recommendation is 201 ± 5g.
111848,The product's item weight is not explicitly indicated in the image.
111849,The maximum weight recommendation is 112 lbs.
111850,The voltage rating of the product is 500-2200 rpm.
111851,The wattage of the product is 120W.
111852,The item weight is 2 lbs.
111853,The product's item weight is not explicitly indicated in the image.
111854,The product's item weight is 20 kg.
111855,The volume of the olive oil can is approximately 16.9 fluid ounces (500 milliliters).
111856,The product's item weight is 3.3 oz (93.3 g).
111857,The maximum weight recommendation is 195 pounds.
111858,The product's item weight is 3.5 lbs.
111859,The product weight is 17.4 lbs.
111860,The maximum weight recommendation is 300 lbs.
111861,The product's item weight is 5.5 LBS.
111862,"The bottle is a cylindrical shape with a visible height of approximately 15 cm (6 inches) and a width of 7.5 cm (3 inches). The depth is not clearly visible, but it is likely to be similar to the width, given the cylindrical shape.

To calculate the volume of the bottle, we can use the formula for the volume of a cylinder:

\[ \text{Volume} = \pi r^2 h \]

where \( r \) is the radius of the base of the cylinder (which is the width of the bottle), and \( h \) is the height of the cylinder (which is the visible height of the bottle).

Given the width of the bottle is 7.5 cm and the height is 15 cm, we can calculate the volume as follows:

\[ \text{Volume} = \pi (7.5)^2 (15) \]
\[ \text{Volume} = \pi (56.25) (15) \]
\[ \text{Volume} = 843.75\pi \, \text{cm}^3 \]

Using \(\pi \approx 3.14\), we get:

\[ \text{Volume} \approx 843.75 \times 3.14 \]
\[ \text{Volume} \approx 2648.5 \, \text{cm}^3 \]

Therefore, the volume of the bottle is approximately 2648.5 cubic centimeters (cm³)."
111863,The product's item weight is 16 oz.
111864,The product's item weight is 282 grams.
111865,"To determine the volume of the product, we need to consider the dimensions of the can and the volume of the product inside the can.

1. **Width and Depth**: The can is shown in two different orientations, but the dimensions are not provided. We can assume that the can is rectangular and that the dimensions are consistent across both orientations.

2. **Height**: The can is shown in two different orientations, but the dimensions are not provided. We can assume that the can is cylindrical and that the dimensions are consistent across both orientations.

Given the information provided, we cannot determine the exact volume of the product inside the can. However, we can estimate the volume based on the dimensions of the can.

Assuming the can is cylindrical and the dimensions are consistent across both orientations, we can estimate the volume as follows:

- **Width**: 2 inches (assuming the can is 2 inches wide)
- **Depth**: 2 inches (assuming the can is 2 inches deep)
- **Height**: 12 inches (assuming the can is 12 inches tall)

The volume of a cylinder is given by the formula:
\[ \text{Volume} = \pi r^2 h \]
where \( r \) is the radius and \( h \) is the height.

Since the dimensions are consistent across both orientations, we can assume that the radius is the same in both orientations. Let's assume the radius is 1 inch for simplicity.

\[ \text{Volume} = \pi (1)^2 (12) = 12\pi \]

Using \(\pi \approx 3.14\):
\[ \text{Volume} \approx 12 \times 3.14 = 37.68 \text{ cubic inches} \]

Therefore, the estimated volume of the product inside the can is approximately 37.68 cubic inches."
111866,The image does not provide a specific weight measurement for the product.
111867,The product's item weight is 0.32 lb.
111868,The product does not have a label indicating the wattage.
111869,The product's item weight is 8kg.
111870,"The product's item weight is not explicitly indicated in the image. However, the dimensions provided can be used to estimate the weight based on the volume and density of the bag material."
111871,The maximum weight recommendation is 350 lbs.
111872,The product's item weight is 56 grams.
111873,The product's item weight is not explicitly indicated in the image.
111874,"The product has a power supply of AC 110V/AC 220V, which means it can operate with either 110V or 220V power."
111875,The product's item weight is 3.5 kg.
111876,The product's item weight is 510 grams (18 ounces).
111877,The image does not provide any information about the weight of the product.
111878,The product in the image is a Ryobi 18V Lithium Battery. The wattage of the product is 18V.
111879,The product's net weight is 4.8 lbs.
111880,The product's item weight is 203g.
111881,The volume of the product is 177 mL.
111882,"The product is a mascara designed for beginners. It is suitable for both cluster lashes and individual lashes. The packaging is pink and white, and it is easy to apply. The mascara is labeled as ""Bond & Seal"" and is suitable for both cluster lashes and individual lashes."
111883,The product has a maximum output of 3750 watts.
111884,The product's item weight is 3750 W.
111885,The item weight is about 1 kg.
111886,The product's item weight is up to 400 lbs.
111887,The maximum weight recommendation in the image is 400 lbs.
111888,The product's item weight is not explicitly indicated in the image.
111889,The voltage rating of the product is 2.5V.
111890,The wattage of the product is 0.42 W.
111891,"The product's item weight is not explicitly indicated in the image. However, the image provides a detailed description of the fishing rod's features and components."
111892,The product can support pets less than 13 pounds to travel easily.
111893,The maximum weight recommendation is less than 13 pounds.
111894,The product's item weight is 64 lbs.
111895,The image does not provide a specific measurement of the product's weight.
111896,The voltage rating of the product is 800 MHz.
111897,The image does not provide a label indicating the maximum weight recommendation for the hamster outdoor carrying case.
111898,The product's item weight is not explicitly indicated in the image.
111899,The product's item weight is 1 kg (2.2 lb).
111900,The weight limit of the power tower is 400 pounds (400 lbs).
111901,The maximum weight recommendation is 400 lbs.
111902,The product's item weight is 18.3 oz (518 g).
111903,The voltage rating of the product is 5V.
111904,The product has a power rating of 1.7W.
111905,The product information indicates the net weight of the glasses as 23 grams.
111906,"The product has two zipper pockets. The first pocket can hold dog treats, poop bags, a wallet, a smart phone, and keys. The second pocket can hold a cell phone and dog treats."
111907,The image does not provide a label indicating the maximum weight recommendation.
111908,The phone in the image has a weight of 104 grams.
111909,The wattage of the product is 29 watts.
111910,The maximum weight recommendation is 916 ± 5g.
111911,The product's net weight is 916 ± 5g.
111912,"The binoculars in the image are not explicitly labeled with weight measurements. However, we can estimate their weight based on their dimensions and common binocular weights.

1. **Entry model 10X42**:
   - Dimensions: 127mm x 127mm x 53mm
   - Weight estimation: Assuming a typical binocular weight of 100 grams per lens, the total weight would be approximately 250 grams (100 grams per lens x 2 lenses).

2. **Leading 10X32**:
   - Dimensions: 130mm x 120mm x 45mm
   - Weight estimation: Assuming a typical binocular weight of 100 grams per lens, the total weight would be approximately 300 grams (100 grams per lens x 3 lenses).

Therefore, the binoculars in the image are likely to weigh between 250 grams and 300 grams."
111913,The product's item weight is not explicitly indicated in the image.
111914,The product's item weight is 5400 RPM.
111915,The product's item weight is 1.1 lbs.
111916,The compound bow in the image has a weight of 3.6 pounds.
111917,The product's item weight is not explicitly indicated in the image.
111918,The product is compatible with HP 1200w/750w Power Supply.
111919,The product is rated at 60W.
111920,The product's item weight is 1000g.
111921,"The product is a bottle of fabric softener. The visible dimensions of the bottle are:

- Width: 20 cm (10 cm visible, 10 cm visible)
- Depth: 10 cm (10 cm visible, 10 cm visible)
- Height: 20 cm (10 cm visible, 10 cm visible)

The volume of the bottle can be calculated as follows:

Volume = Width × Depth × Height
Volume = 10 cm × 10 cm × 20 cm
Volume = 2000 cm³

Therefore, the volume of the product is 2000 cubic centimeters."
111922,"The product's item weight is indicated in the image as follows:

- 20 lb (9 kg)
- 25 lb (11.25 kg)
- 30 lb (13.5 kg)
- 35 lb (15.75 kg)
- 40 lb (18 kg)
- 45 lb (20.25 kg)
- 50 lb (22.5 kg)"
111923,The product is a 3.5mm to 3.5mm Right Pin Auxiliary Audio Cable. There is no indication of power usage or output in the image.
111924,The product's item weight is 400W.
111925,The voltage rating of the product is DC 12V.
111926,The product is a 12V DC fan with a power output of 0.23 A.
111927,The product's item weight is not explicitly indicated in the image.
111928,The product's item weight is 5 oz (141g).
111929,The product's item weight is 128GB.
111930,The maximum weight recommendation is 220g.
111931,The product's item weight is indicated as 220g.
111932,The volume of the product is 17 fluid ounces (502.8 mL).
111933,The image does not provide a specific weight measurement for the product.
111934,"To determine the volume of the products, we need to consider the visible dimensions of the objects in the image. Here are the visible dimensions:

1. **Coconut**: The coconut is a solid block with a visible width and height. The visible width is approximately 2 inches, and the visible height is approximately 2 inches.
2. **Body Wash**: The body wash is a liquid with a visible width and height. The visible width is approximately 3 inches, and the visible height is approximately 3 inches.
3. **Solid Cologne**: The solid Cologne is a solid block with a visible width and height. The visible width is approximately 2 inches, and the visible height is approximately 2 inches.
4. **Bay Rum Soap**: The Bay Rum soap is a solid block with a visible width and height. The visible width is approximately 2 inches, and the visible height is approximately 2 inches.

Since the dimensions are not explicitly given, we can assume that the volume is calculated from the visible dimensions if possible. However, without additional information, we cannot accurately determine the volume of each product.

If you have any specific dimensions or measurements that you can provide, I can help you calculate the volume more accurately."
111935,The product's item weight is 1TB.
111936,The item weight is 0.5 ounces (13.5 grams).
111937,The objective diameter of the product is 33mm.
111938,The product's net weight is 0.48 lb (0.22 kg).
111939,The image does not provide a specific weight measurement for the knee pad.
111940,"The product in the image has the following items with their respective labels:

1. **Power switch / DC 12V 2A**: This is a power switch that provides 12V DC at 2A.
2. **Screen display**: This is a display screen.
3. **Video signal light**: This is a light that indicates the video signal.
4. **Green synchronous switch**: This is a switch that controls the green synchronous signal.
5. **SCART IN**: This is a connection for a SCART (S-Video) input.
6. **VGA IN**: This is a connection for a VGA (Video Graphics Array) input.
7. **VGA OUT**: This is a connection for a VGA output.
8. **SCART OUT**: This is a connection for a SCART output.
9. **R, G, B, VR**: These are connections for RGB (Red, Green, Blue) signals.
10. **LED**: This is a light that indicates the LED (Light Emitting Diode) status.

The weight of the product is not explicitly indicated in the image."
111941,"The product in the image is an orange and black video converter box. The power switch is located on the top left side of the box, and the screen display is located on the top right side. The video signal light is located on the top center of the box. The green synchronous switch is located on the bottom left side of the box. The SCART IN port is located on the bottom right side of the box. The VGA IN port is located on the bottom center of the box. The VGA OUT port is located on the bottom left side of the box. The LED indicator is located on the bottom right side of the box. The power switch is labeled as ""Power switch / DC 12V 2A."" The screen display is labeled as ""Screen display."" The video signal light is labeled as ""Video signal light."" The green synchronous switch is labeled as ""Green synchronous switch."" The SCART IN port is labeled as ""SCART IN."" The VGA IN port is labeled as ""VGA IN."" The VGA OUT port is labeled as ""VGA OUT."" The LED indicator is labeled as ""LED."""
111942,The maximum weight recommendation is 300KG.
111943,The product's item weight is about 12 kg.
111944,"The volume of the product can be determined by interpreting the visible dimensions of the bottle. The bottle appears to be a standard rectangular shape with a height of approximately 750 milliliters (ml) and a width and depth that are not clearly visible from the image. 

To calculate the volume, we can use the formula for the volume of a rectangular prism:

\[ \text{Volume} = \text{Length} \times \text{Width} \times \text{Height} \]

Since the width and depth are not visible, we can assume they are equal to the height. Therefore, the volume of the bottle is:

\[ \text{Volume} = 750 \, \text{ml} \times 750 \, \text{ml} \times 750 \, \text{ml} \]

\[ \text{Volume} = 750^3 \, \text{ml} \]

\[ \text{Volume} = 562,500,000 \, \text{ml} \]

\[ \text{Volume} = 562.5 \, \text{liters} \]

So, the volume of the product is approximately 562.5 liters."
111945,The product's net weight is 2.3 ounces.
111946,The product weight is 5.57 ounces.
111947,The item weight is 7 grams.
111948,The product's item weight is 10MM.
111949,The item weight is 200g.
111950,The wattage of the product is 200 watts.
111951,The voltage rating mentioned on the product illustration is 15V.
111952,The product's item weight is 50g or 2 oz.
111953,The product's item weight is not explicitly indicated in the image.
111954,The image does not provide a label indicating the item's weight.
111955,The product weighs 160 grams.
111956,The product's item weight is not explicitly indicated in the image.
111957,The maximum weight recommendation in the image is 330 lb.
111958,The weight capacity of the product is 330 lb.
111959,The weight of the bipod is 12.8 ounces or 0.8 pounds.
111960,The product's item weight is 3 lbs.
111961,The charging parameters indicate that the product weighs 75 grams.
111962,The maximum weight recommendation in the image is 330 lbs.
111963,The product's item weight is 330 lbs.
111964,The weight capacity of the exercise equipment is 330 pounds.
111965,The maximum weight recommendation is 330 lb.
111966,"To determine the volume of the Coors Light cans, we need to consider the dimensions of the can and the box. The can is a standard 12 oz can, and the box is a 18 pack of 12 oz cans.

1. **Volume of the Can:**
   - The can is 12 oz.
   - Therefore, the volume of one can is \(12 \, \text{fl. oz}\).

2. **Volume of the Box:**
   - The box contains 18 cans.
   - Each can is 12 oz.
   - Therefore, the total volume of the box is \(18 \times 12 \, \text{fl. oz}\).

Let's calculate the total volume of the box:

\[ \text{Total Volume} = 18 \times 12 \, \text{fl. oz} = 216 \, \text{fl. oz} \]

So, the volume of the Coors Light cans is \(216 \, \text{fl. oz}\)."
111967,The product's item weight is 70 pounds.
111968,The product's item weight is 6.7 ounces (190 grams).
111969,The product's item weight is 2.5W.
111970,The wattage of the product is 2.5W.
111971,The product's item weight is not explicitly indicated in the image.
111972,The product's item weight is 0.69 pounds (314 grams).
111973,The binoculars in the image have a 50mm large objective lens.
111974,The product's item weight is not explicitly indicated in the image.
111975,The product in the image is a bicycle pump. The pump is designed to inflate tires and is not intended for basketballs. The pump is not explicitly labeled with weight information.
111976,The item's weight is 135 grams.
111977,The product's item weight is 10 kg.
111978,The maximum weight recommendation for the tripod is 10 kilograms (10KG).
111979,The product's item weight is not explicitly indicated in the image.
111980,"The volume of the product can be determined by interpreting the visible dimensions of the packaging. The dimensions provided are:

- Width: 10 cm
- Depth: 10 cm
- Height: 10 cm

To calculate the volume, we can use the formula for the volume of a rectangular prism:

\[ \text{Volume} = \text{Width} \times \text{Depth} \times \text{Height} \]

Substituting the given dimensions:

\[ \text{Volume} = 10 \, \text{cm} \times 10 \, \text{cm} \times 10 \, \text{cm} \]

\[ \text{Volume} = 1000 \, \text{cm}^3 \]

Therefore, the volume of the product is 1000 cubic centimeters."
111981,"The product's item weight is not explicitly indicated in the image. However, the dimensions provided (90mm x 50mm x 170mm) can be used to estimate the volume of the charger. Assuming the dimensions are close to the actual size, the volume would be approximately 0.0009 cubic meters (0.0009 cubic feet)."
111982,The maximum weight recommendation is 125 grams.
111983,The product's net weight is approximately 125 grams.
111984,The product's item weight is 3.66 lb.
111985,The product's item weight is 1.1 lbs (approximately 498g).
111986,The product's item weight is 8.4 lb (3.8 kg).
111987,The product's item weight is 11.4 grams.
111988,The product's item weight is not explicitly indicated in the image.
111989,"To determine the volume of the product, we need to know the dimensions of the product. However, the image only shows the bottles, and there is no visible information about the dimensions of the product. 

Since we cannot determine the volume from the image, we cannot calculate the volume of the product."
111990,The voltage rating mentioned in the product illustration is 1920 x 1080 FHD IPS.
111991,"The product has a screen-to-body ratio of 81.18%, which is a measure of the screen's aspect ratio. This does not directly provide the wattage of the product. To determine the wattage, you would need to look for labels indicating power usage or output near the product."
111992,The product's item weight is 11.3 kg.
111993,The maximum weight recommendation is 11.3 kg (25 lbs).
111994,"The product's item weight is not explicitly indicated in the image. However, the headset is described as lightweight and comfortable, which suggests that it is designed to be lightweight and provide a comfortable fit."
111995,The product's item weight is not explicitly indicated in the image.
111996,The product has a wattage of 1300W.
111997,The product's item weight is not explicitly indicated in the image.
111998,The voltage rating of the product is 1300W.
111999,"The product in the image is a set of protective gear, specifically knee pads. The weight of the knee pads is not explicitly indicated in the image. However, the product is designed to protect children's safety in all directions, and the quality of the products is quite good."
112000,The product's item weight is 8 GB.
112001,The product's item weight is not explicitly indicated in the image.
112002,The product illustration mentions a voltage rating of 12V.
112003,"The wattage of the product is not explicitly stated in the image. However, the product is labeled as ""65.6FT LED STRIP LIGHTS,"" which suggests that it is a set of LED lights, but the wattage is not provided."
112004,The product has an input power of 110W.
112005,The voltage rating of the product is 110V/220V.
112006,The product's item weight is not explicitly indicated in the image.
112007,The product's item weight is not explicitly indicated in the image.
112008,The product's item weight is 300.0 GB.
112009,"The product's item weight is not explicitly indicated in the image. However, the label on the charger mentions ""2A X 3BANK,"" which suggests that it is a 3-bank charger with a maximum current of 2A. The weight of the charger itself is not provided, but it is designed to be portable and durable, likely made of materials that can withstand the weight of the battery packs it charges."
112010,The product's item weight is 2.5 lbs.
112011,The volume of the product is approximately 473.2 milliliters (ml).
112012,The item weight is 5.0 ounces.
112013,The product's net weight is 1.2 kg.
112014,The product's item weight is 4380mAh.
112015,The maximum weight recommendation is 30 lbs.
112016,"The product in the image is a Panasonic eneloop pro AAA rechargeable batteries with a charger. The charger is labeled as ""Pre-Charged"" and has a capacity of up to 950mAh. The batteries are labeled as ""Pre-Charged"" and have a capacity of up to 950mAh."
112017,The maximum weight recommendation is up to 2 kg.
112018,The product supports up to 2 kg.
112019,The product's item weight is not explicitly indicated in the image.
112020,The product's item weight is 2 kg.
112021,The product's item weight is not explicitly indicated in the image.
112022,The product's item weight is 2000 grams.
112023,The product's item weight is 20 lb.
112024,The product is a spray bottle with a capacity of 32 fluid ounces (946 milliliters).
112025,The voltage rating of the product is 240W.
112026,The wattage of the product is 240W.
112027,The product's net weight is 5 pounds.
112028,The product's net weight is 12 ounces (340 grams).
112029,The product's item weight is 4 kg.
112030,The product's item weight is 20 grams.
112031,The product has a power output of 15W.
112032,The product's item weight is not explicitly indicated in the image.
112033,The maximum weight recommendation is 400 lbs.
112034,The weight of the product is 45 grams (1.59 ounces).
112035,The product has an output of 100W.
112036,The product's item weight is 3.4 grams.
112037,The product's item weight is not explicitly indicated in the image.
112038,The volume of the product is 236 mL (8 fl oz).
112039,The image does not provide a label indicating the weight of the product.
112040,The weight capacity of the product is up to 300 lbs.
112041,The maximum weight recommendation is 300 lbs.
112042,The product's item weight is 266 grams.
112043,The product's item weight is not explicitly indicated in the image.
112044,The item's weight is 0.5 pounds.
112045,The product's item weight is 88g.
112046,The product's item weight is 1.3 kg.
112047,The product's item weight is 320 grams.
112048,The product's item weight is not explicitly indicated in the image.
112049,"The product's item weight is not explicitly indicated in the image. However, the pump is described as ""Fast Inflating,"" ""Max Inflatable Pressure,"" ""Foldable & Compact,"" ""Dual Cylinders,"" ""Non-slip Pedal,"" ""Multiple Nozzles,"" and ""Premium Quality."""
112050,The product's item weight is 69g.
112051,The maximum weight recommendation is 130 grams.
112052,The product's item weight is 130 grams.
112053,"The product is a Brother HL-L2305W laser printer. The wattage of the product is not explicitly mentioned in the image. However, the product is described as having a fast print speed up to 24PPM black, which suggests that it is a high-speed printer."
112054,The image does not provide any information about the weight of the printer.
112055,The product in the image is a 4-liter (4L) bottle of Acetonitrile.
112056,The maximum weight recommendation is 11 lbs.
112057,The item weighs 100 grams.
112058,The maximum weight recommendation is 2200 lbs.
112059,The product's item weight is not explicitly indicated in the image.
112060,The maximum weight recommendation in the image is 265 LB.
112061,The product's item weight is 0.11 oz.
112062,The volume of the product is 236 milliliters.
112063,The product's item weight is not explicitly indicated in the image.
112064,"The image shows a box labeled ""PHOTOHOLDERS PB03"" with the following items included:

1. Bike phone mount
2. Packing Box
3. Sponge Pad
4. Connecter

There is no label indicating the maximum weight recommendation in the image."
112065,The item's weight is 1030 grams.
112066,The volume of the product is 118 mL.
112067,The item weight is 940g.
112068,The item weight is 2 pounds (2 lbs.).
112069,The maximum weight recommendation is 60 lbs.
112070,The maximum weight recommendation for each caster is 550 lbs.
112071,The maximum weight recommendation for the Magic Arm is up to 10kg (22lb).
112072,The Magic Arm in the image has a maximum weight capacity of 10 kg (22 lb).
112073,The product's item weight is 4GB RAM and 64GB ROM.
112074,The product's item weight is 7 ounces (oz).
112075,The maximum weight recommendation is 100 pounds.
112076,The product's item weight is 0.75 grams.
112077,The product is a 48V 100W LED special power supply.
112078,The product's item weight is 120 kg.
112079,The maximum weight recommendation in the image is 120KG.
112080,"The product's item weight is not explicitly indicated in the image. However, the dimensions provided suggest that the product is relatively small and compact."
112081,The wattage of the product is 5.0W.
112082,The voltage rating of the product is 220V/50Hz.
112083,The wattage of the product is 200W.
112084,The product's item weight is 165g.
112085,The maximum weight recommendation for the 24-inch teepee is 15 pounds.
112086,The product parameters indicate the weight of the pedal as 9/16 pounds.
112087,"The product is a DC fan, which typically does not have a wattage label on the product itself. However, the label on the fan indicates that it is a 12V DC fan. The wattage of a DC fan can be calculated using the formula:

\[ \text{Wattage} = \frac{\text{Voltage} \times \text{Current}}{1000} \]

Assuming the voltage is 12V and the current is 1A (which is typical for a DC fan), the wattage would be:

\[ \text{Wattage} = \frac{12V \times 1A}{1000} = 0.012 \text{ Watts} \]

Therefore, the wattage of the product is 0.012 Watts."
112088,The voltage rating of the product is 12V DC.
112089,The product's item weight is 1.0 lb.
112090,The weight of the kettlebell in the image is 35 pounds (lb).
112091,The net weight of the bow is 3.7 lbs.
112092,"The product in the image is a compound bow. Here are the details:

- **Unique integrated wheel set design**: This refers to the integrated wheel set design, which is a unique feature of the bow.
- **Arrow rest for left and right hand**: This indicates that the bow has an arrow rest for both left and right-handed users.
- **Imported Gordon bow limbs**: This refers to the imported Gordon bow limbs, which are the main components of the bow.

The product does not explicitly mention the item weight."
